,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,max_i_ka,df,parallel,type,in_service,coords
1146,52944764,,3303,2176,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553964.0, 145727.0), (553965.86691, 145728.255845)]"
1147,52113202,,3304,1909,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553856.0, 145763.0), (553852.0791270001, 145757.066849)]"
1148,43824909,,1801,910,0.012,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553972.1, 145814.365), (553974.955, 145804.63199999998)]"
1149,43824863,,1508,910,0.022,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553947.631, 145796.654), (553974.955, 145804.63199999998)]"
1150,52113242,,3292,1914,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553856.0, 145763.0), (553850.201906, 145763.131198)]"
1151,43885618,,575,1137,0.04,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553896.343, 145710.304), (553934.571, 145705.87900000002)]"
1152,43895935,,1914,1144,0.017,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553850.201906, 145763.131198), (553839.101, 145759.59)]"
1153,43982512,,2170,1384,0.01,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(553965.86691, 145728.255845), (553973.86, 145717.584)]"
1154,43826274,,1959,696,0.04,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553885.621546, 145644.01816900002), (553913.126, 145672.454)]"
1155,43886612,,1396,696,0.013,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553904.575, 145678.716), (553913.126, 145672.454)]"
1156,44004843,,2357,982,0.015,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553745.3536949999, 145701.155177), (553772.057, 145661.008)]"
1157,43884577,,983,1622,0.004,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553860.392, 145711.07), (553855.348, 145714.764)]"
1158,52113194,,3283,1908,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553856.0, 145763.0), (553861.047045, 145765.29506)]"
1159,43885749,,1725,1411,0.043,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553917.65, 145757.50699999998), (553900.038, 145771.117)]"
1160,43894681,,1906,1411,0.041,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553862.729141, 145759.861061), (553900.038, 145771.117)]"
1161,43905845,,1681,1404,0.01,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(554026.915, 145824.351), (554028.127, 145820.59900000002)]"
1162,43885879,,1710,1404,0.014,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(554037.591, 145823.897), (554028.127, 145820.59900000002)]"
1163,53007860,,2776,2355,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553746.0, 145699.0), (553745.3536949999, 145701.155177)]"
1164,133670854,,1283,2355,0.106,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(553840.802, 145722.937), (553745.3536949999, 145701.155177)]"
1165,52113234,,3277,1913,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553856.0, 145763.0), (553861.6078100001, 145763.48351400002)]"
1166,43915272,,655,1681,0.012,0.8409,0.086,0.006140710822281632,0.122,1.0,1,cs,True,"[(554025.895, 145827.404), (554026.915, 145824.351)]"
1167,52141230,,3307,1959,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553885.621546, 145644.01816900002)]"
1168,43950348,,735,1521,0.043,2.1181,0.105,0.01382273259439772,0.065,1.0,1,cs,True,"[(553967.185, 145717.979), (553986.166, 145743.177)]"
1169,43895101,,1911,1575,0.038,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553862.168362, 145761.672655), (553895.864, 145771.919)]"
1170,52914724,,2836,2144,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553850.0, 145951.0), (553849.0324029999, 145947.039112)]"
1171,43884539,,594,1508,0.026,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553925.089, 145790.072), (553947.631, 145796.654)]"
1172,43879851,,1089,992,0.004,1.3306,0.09,0.006900129764882415,0.093,1.0,1,cs,True,"[(553945.344, 145733.56699999998), (553939.537, 145727.527)]"
1173,52944740,,3310,2173,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553964.0, 145727.0), (553965.86691, 145728.255845)]"
1174,43985464,,2175,1765,0.045,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553965.86691, 145728.255845), (553968.315, 145706.166)]"
1175,201805162,,2169,2774,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553965.86691, 145728.255845), (553964.0, 145727.0)]"
1176,43884847,,1733,1228,0.029,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553946.124, 145710.87), (553952.694, 145714.297)]"
1177,43985463,,2173,1228,0.04,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553965.86691, 145728.255845), (553952.694, 145714.297)]"
1178,52968812,,2771,2308,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553871.0, 145825.0), (553874.6230939999, 145820.53136199998)]"
1179,175588940,,2047,2775,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554049.05405, 145891.00023499998), (554051.0, 145897.0)]"
1180,43852257,,2067,929,0.01,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(553724.237455, 145795.16018), (553726.421, 145789.201)]"
1181,43885972,,1349,1089,0.082,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553898.435, 145774.80800000002), (553945.344, 145733.56699999998)]"
1182,43885832,,1404,897,0.01,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(554028.127, 145820.59900000002), (554014.959, 145816.344)]"
1183,43884793,,953,1778,0.021,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553902.622, 145778.198), (553910.053, 145785.682)]"
1184,43894851,,1908,953,0.04,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553861.047045, 145765.29506), (553902.622, 145778.198)]"
1185,43897726,,1912,1111,0.001,0.1142,0.08,0.004142610247322818,0.36,1.0,1,cs,True,"[(553852.670613, 145767.726869), (553849.05, 145779.711)]"
1186,52100298,,2795,1851,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554018.688388, 145689.851662)]"
1187,52100258,,2784,1846,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554025.954967, 145681.062916)]"
1188,43907626,,1004,1397,0.014,0.3099,0.087,0.0107178654562036,0.18,1.0,1,cs,True,"[(554059.306, 145629.483), (554063.299, 145635.08)]"
1189,43985385,,1849,1397,0.075,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554022.9919949999, 145677.577697), (554063.299, 145635.08)]"
1190,104673369,,2146,2782,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554014.344461, 145630.57999), (554018.0, 145632.0)]"
1191,43975666,,2146,1331,0.055,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(554014.344461, 145630.57999), (553986.919, 145604.611)]"
1192,52925316,,3318,2147,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554019.340649, 145629.956827)]"
1193,43968943,,2152,1724,0.041,0.16,0.075,0.0130787199516719,0.418,1.0,1,cs,True,"[(554014.673656, 145631.07248099998), (554000.167, 145610.30800000002)]"
1194,65366020,,2404,1724,0.095,0.16,0.075,0.0130787199516719,0.418,1.0,1,cs,True,"[(554064.651147, 145573.23981300002), (554000.167, 145610.30800000002)]"
1195,52925356,,3314,2152,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554014.673656, 145631.07248099998)]"
1196,52100322,,2792,1854,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554027.100917, 145682.691969)]"
1197,52100282,,2785,1849,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554022.9919949999, 145677.577697)]"
1198,43981441,,1807,2154,0.102,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553950.894055, 145628.785481), (554015.539692, 145632.368111)]"
1199,52925372,,3319,2154,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554015.539692, 145632.368111)]"
1200,43905687,,1331,930,0.009,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553986.919, 145604.611), (553980.476, 145608.846)]"
1201,43969280,,2148,1496,0.038,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(554016.753487, 145634.184006), (553997.1020000001, 145628.958)]"
1202,43975664,,2153,1969,0.151,0.16,0.075,0.0130787199516719,0.418,1.0,1,cs,True,"[(554011.952576, 145627.00161900002), (553962.076781, 145530.345317)]"
1203,52865580,,2791,1969,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553962.076781, 145530.345317)]"
1204,52925348,,2788,2151,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554020.29085, 145639.476065)]"
1205,43906358,,1380,529,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(554053.682, 145685.305), (554051.558, 145687.475)]"
1206,43968416,,1854,529,0.03,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(554027.100917, 145682.691969), (554051.558, 145687.475)]"
1207,52100314,,2789,1853,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554024.811562, 145679.437479)]"
1208,52865596,,3320,1971,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553966.0828409999, 145530.672126)]"
1209,52100274,,2793,1848,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554029.2472270001, 145686.62646300002)]"
1210,43921769,,678,534,0.061,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554073.1089999999, 145718.054), (554049.0, 145695.014)]"
1211,43968414,,1848,534,0.042,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554029.2472270001, 145686.62646300002), (554049.0, 145695.014)]"
1212,65481268,,2404,2796,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554064.651147, 145573.23981300002), (554068.0, 145574.0)]"
1213,52944748,,3308,2174,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553964.0, 145727.0), (553964.023884, 145722.933345)]"
1214,43969281,,2147,880,0.03,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(554019.340649, 145629.956827), (554015.588, 145621.945)]"
1215,52925332,,3315,2149,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554017.940983, 145635.960554)]"
1216,43975665,,2155,1601,0.079,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554013.148526, 145628.790817), (553978.09, 145592.888)]"
1217,52865588,,3321,1970,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553954.066334, 145529.69183599998)]"
1218,43884423,,497,1970,0.006,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553946.2220000001, 145527.035), (553954.066334, 145529.69183599998)]"
1219,52933796,,2645,2019,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554114.0, 145772.0), (554121.12925, 145768.10834500002)]"
1220,43985466,,2174,1852,0.12,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553964.023884, 145722.933345), (554014.738671, 145683.38345599998)]"
1221,52100306,,2780,1852,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554014.738671, 145683.38345599998)]"
1222,99961472,,1388,1973,0.02,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(553948.905, 145545.685), (553960.074425, 145530.181967)]"
1223,99961813,,2799,1973,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553960.074425, 145530.181967)]"
1224,52925324,,3324,2148,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554016.753487, 145634.184006)]"
1225,52100330,,2797,1855,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554016.389245, 145682.22236800002)]"
1226,43915428,,854,593,0.017,0.8409,0.086,0.006140710822281632,0.122,1.0,1,cs,True,"[(554011.928, 145649.562), (554013.623, 145648.43)]"
1227,43969278,,2150,593,0.027,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(554019.1018020001, 145637.697193), (554013.623, 145648.43)]"
1228,52925364,,3325,2153,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554011.952576, 145627.00161900002)]"
1229,52100290,,2794,1850,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554021.341107, 145678.739006)]"
1230,43969282,,2151,1850,0.07,0.16,0.075,0.0130787199516719,0.418,1.0,1,cs,True,"[(554020.29085, 145639.476065), (554021.341107, 145678.739006)]"
1231,52865572,,3326,1968,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553968.085028, 145530.83546099998)]"
1232,43985468,,1855,1131,0.065,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(554016.389245, 145682.22236800002), (553992.83, 145688.155)]"
1233,43985467,,1856,583,0.04,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(554018.03998, 145681.061167), (554008.846, 145676.64800000002)]"
1234,43916497,,497,1414,0.006,0.8409,0.086,0.006140710822281632,0.122,1.0,1,cs,True,"[(553946.2220000001, 145527.035), (553959.025, 145512.616)]"
1235,43852396,,2183,1140,0.019,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554093.057653, 145630.406077), (554082.532, 145628.685)]"
1236,43985384,,1853,1140,0.105,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554024.811562, 145679.437479), (554082.532, 145628.685)]"
1237,52865604,,3328,1972,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553961.0, 145528.0), (553964.079108, 145530.50866400002)]"
1238,43843425,,1601,1494,0.016,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(553978.09, 145592.888), (553972.103, 145596.822)]"
1239,52925380,,3327,2155,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554013.148526, 145628.790817)]"
1240,52925340,,3323,2150,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554018.0, 145632.0), (554019.1018020001, 145637.697193)]"
1241,43883554,,1968,808,0.003,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553968.085028, 145530.83546099998), (553954.654, 145523.988)]"
1242,43848074,,1971,1800,0.001,1.3306,0.09,0.006900129764882415,0.093,1.0,1,cs,True,"[(553966.0828409999, 145530.672126), (553965.505, 145537.449)]"
1243,52879516,,3330,2183,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554097.0, 145631.0), (554093.057653, 145630.406077)]"
1244,43969279,,2149,506,0.033,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(554017.940983, 145635.960554), (554002.97, 145637.654)]"
1245,53071212,,3332,1807,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553949.0, 145630.0), (553950.894055, 145628.785481)]"
1246,43968174,,2019,678,0.08,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554121.12925, 145768.10834500002), (554073.1089999999, 145718.054)]"
1247,43824810,,1972,1677,0.001,0.6068,0.083,0.006143673856590119,0.145,1.0,1,cs,True,"[(553964.079108, 145530.50866400002), (553963.3539999999, 145539.22)]"
1248,43985383,,1846,1002,0.085,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(554025.954967, 145681.062916), (554062.858, 145647.038)]"
1249,52100338,,2777,1856,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554022.0, 145685.0), (554018.03998, 145681.061167)]"
1250,43895568,,1699,657,0.017,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553774.307, 145618.376), (553791.136, 145607.811)]"
1251,43880532,,1699,1723,0.012,1.3306,0.09,0.006900129764882415,0.093,1.0,1,cs,True,"[(553774.307, 145618.376), (553771.2660000001, 145613.531)]"
1252,43826761,,1803,589,0.01,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553855.073635, 145591.28921800002), (553863.3570000001, 145589.34699999998)]"
1253,53071204,,3333,1806,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553949.0, 145630.0), (553950.054696, 145627.47649200002)]"
1254,53071244,,3334,1811,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553949.0, 145630.0), (553948.454457, 145633.317536)]"
1255,43894376,,1532,852,0.021,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553834.878, 145580.351), (553847.797, 145572.241)]"
1256,43826445,,1802,852,0.02,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553852.639409, 145587.960834), (553847.797, 145572.241)]"
1257,43950163,,679,1559,0.003,2.1181,0.105,0.01382273259439772,0.065,1.0,1,cs,True,"[(553971.3489999999, 145634.756), (553969.749, 145632.561)]"
1258,43981446,,1806,1559,0.026,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553950.054696, 145627.47649200002), (553969.749, 145632.561)]"
1259,43826091,,1369,1755,0.001,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553880.744, 145613.337), (553879.453, 145611.548)]"
1260,43826926,,728,1755,0.008,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553876.506, 145607.465), (553879.453, 145611.548)]"
1261,43826192,,1369,536,0.034,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553880.744, 145613.337), (553891.797, 145629.437)]"
1262,43825780,,1955,536,0.008,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553882.478987, 145639.500325), (553891.797, 145629.437)]"
1263,43884119,,1490,536,0.016,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553904.177, 145631.881), (553891.797, 145629.437)]"
1264,52878188,,2804,1803,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553855.0, 145595.0), (553855.073635, 145591.28921800002)]"
1265,52141166,,3335,1951,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553876.8700090001, 145650.743693)]"
1266,43891610,,1361,1951,0.096,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553822.108, 145707.137), (553876.8700090001, 145650.743693)]"
1267,43886263,,1768,790,0.013,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553896.48, 145679.686), (553907.541, 145671.586)]"
1268,43826238,,1949,790,0.04,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553886.99493, 145649.67748800002), (553907.541, 145671.586)]"
1269,43895338,,1015,1532,0.003,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553831.7779999999, 145582.297), (553834.878, 145580.351)]"
1270,52141206,,3337,1956,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553879.243465, 145654.42231700002)]"
1271,52141246,,3338,1961,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553880.849675, 145640.55156)]"
1272,52141198,,3339,1955,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553882.478987, 145639.500325)]"
1273,52141158,,3340,1950,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553886.035368, 145644.659553)]"
1274,43825768,,1961,1405,0.042,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553880.849675, 145640.55156), (553878.531, 145613.687)]"
1275,53007868,,3301,2356,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553746.0, 145699.0), (553742.258429, 145700.226953)]"
1276,43892179,,1960,586,0.074,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553873.525843, 145645.276913), (553819.6089999999, 145673.423)]"
1277,52141238,,3343,1960,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553873.525843, 145645.276913)]"
1278,151610982,,900,1478,0.001,2.1181,0.094,0.00691136629719886,0.075,1.0,1,cs,True,"[(553704.692, 145661.12300000002), (553706.236, 145662.395)]"
1279,43895065,,2356,1478,0.094,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553742.258429, 145700.226953), (553706.236, 145662.395)]"
1280,53071220,,3344,1808,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553949.0, 145630.0), (553951.144215, 145629.175608)]"
1281,43891949,,1957,891,0.043,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553878.056548, 145652.582711), (553854.2420000001, 145684.54)]"
1282,43851965,,1153,1516,0.025,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(553872.946, 145602.531), (553854.841, 145616.046)]"
1283,43891829,,1954,664,0.006,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553885.2601470001, 145650.796773), (553889.302, 145657.149)]"
1284,52141182,,3342,1953,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553875.683813, 145648.905204)]"
1285,43825472,,1684,1015,0.004,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553835.553, 145588.30800000002), (553831.7779999999, 145582.297)]"
1286,43895063,,657,1015,0.044,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553791.136, 145607.811), (553831.7779999999, 145582.297)]"
1287,43826557,,1804,981,0.026,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553858.725239, 145596.282156), (553870.201, 145602.144)]"
1288,43826153,,1035,981,0.012,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553876.012, 145610.198), (553870.201, 145602.144)]"
1289,43891894,,603,843,0.02,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553829.714, 145613.182), (553812.726, 145616.536)]"
1290,53007852,,3309,2354,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553746.0, 145699.0), (553750.0148369999, 145702.55298399998)]"
1291,133670842,,1189,2354,0.107,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(553839.621, 145721.323), (553750.0148369999, 145702.55298399998)]"
1292,43895872,,1478,839,0.005,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553706.236, 145662.395), (553713.386, 145657.432)]"
1293,43826916,,589,1153,0.015,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553863.3570000001, 145589.34699999998), (553872.946, 145602.531)]"
1294,43826150,,728,1153,0.012,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553876.506, 145607.465), (553872.946, 145602.531)]"
1295,43881754,,589,853,0.007,1.3306,0.09,0.006900129764882415,0.093,1.0,1,cs,True,"[(553863.3570000001, 145589.34699999998), (553871.466, 145584.02800000002)]"
1296,143510437,,728,1325,0.001,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(553876.506, 145607.465), (553879.531, 145605.34699999998)]"
1297,52141222,,3347,1958,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553874.329165, 145644.758607)]"
1298,43825998,,1950,1327,0.042,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553886.035368, 145644.659553), (553919.3620000001, 145671.249)]"
1299,43907661,,1572,1327,0.01,0.3099,0.087,0.0107178654562036,0.18,1.0,1,cs,True,"[(553920.654, 145683.587), (553919.3620000001, 145671.249)]"
1300,43891540,,1953,1124,0.1,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553875.683813, 145648.905204), (553810.015, 145704.295)]"
1301,52141174,,3349,1952,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553884.0390430001, 145641.565444)]"
1302,43981442,,1812,1952,0.109,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553947.360536, 145631.611556), (553884.0390430001, 145641.565444)]"
1303,43981448,,1808,1007,0.022,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(553951.144215, 145629.175608), (553954.728, 145643.541)]"
1304,43826642,,1405,1035,0.008,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553878.531, 145613.687), (553876.012, 145610.198)]"
1305,43892135,,995,1369,0.016,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553888.501, 145607.797), (553880.744, 145613.337)]"
1306,52141214,,3350,1957,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553878.056548, 145652.582711)]"
1307,52141254,,3351,1962,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553881.0, 145647.0), (553883.040898, 145640.018418)]"
1308,43981447,,1809,1432,0.024,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553952.233942, 145630.87504800002), (553943.538, 145655.381)]"
1309,43891915,,1958,603,0.084,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553874.329165, 145644.758607), (553829.714, 145613.182)]"
1310,151583543,,680,883,0.005,2.1181,0.094,0.00691136629719886,0.075,1.0,1,cs,True,"[(553721.667, 145642.396), (553723.909, 145645.656)]"
1311,52878180,,2802,1802,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553855.0, 145595.0), (553852.639409, 145587.960834)]"
1312,53071196,,3352,1805,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553949.0, 145630.0), (553945.141333, 145628.150687)]"
1313,43884719,,1189,658,0.02,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553839.621, 145721.323), (553844.681, 145717.617)]"
