,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,max_i_ka,df,parallel,type,in_service,coords
352,88874798,,2599,2465,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
353,43922689,,688,832,0.02,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554385.510061, 146149.056931), (554386.0260000001, 146170.063)]"
354,88878313,,688,2469,0.024,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(554385.510061, 146149.056931), (554399.523591, 146125.87156099998)]"
355,88874833,,2600,2469,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
356,191847900,,1882,926,0.08,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554291.726568, 146004.547047), (554354.385, 145958.242)]"
357,191847842,,1882,2608,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554291.726568, 146004.547047), (554291.0, 146008.0)]"
358,88874812,,2602,2467,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
359,43905243,,1421,1407,0.025,0.1433,0.08,0.004118756857055117,0.319,1.0,1,cs,True,"[(554412.591979, 146139.362041), (554433.389, 146127.542)]"
360,90438017,,1168,2466,0.094,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(554334.074, 146076.048), (554399.523591, 146125.87156099998)]"
361,88874805,,2596,2466,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
362,170191156,,1880,2594,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554290.1742380001, 146011.531856), (554291.0, 146008.0)]"
363,88877519,,2465,621,0.097,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(554399.523591, 146125.87156099998), (554339.326, 146067.74)]"
364,119487288,,914,2468,0.159,0.048,0.036,0.00653935997583595,1.034,1.0,1,cs,True,"[(554320.031, 146036.939), (554399.523591, 146125.87156099998)]"
365,88874819,,2603,2468,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
366,170191574,,838,1879,0.043,0.374,0.071,3.1830988618379066,0.217,1.0,1,cs,True,"[(554264.8829999999, 146009.549), (554284.118103, 146010.59913699998)]"
367,88875017,,2607,2471,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
368,186592772,,1881,2606,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554290.6514229999, 146011.152282), (554291.0, 146008.0)]"
369,186592624,,756,1881,0.015,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(554288.679, 146022.459), (554290.6514229999, 146011.152282)]"
370,88875000,,2605,2470,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]"
371,170191146,,1879,2597,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554284.118103, 146010.59913699998), (554291.0, 146008.0)]"
372,88878470,,2469,1421,0.035,0.154,0.071,3.1830988618379066,0.375,1.0,1,cs,True,"[(554399.523591, 146125.87156099998), (554412.591979, 146139.362041)]"
373,43848750,,1718,1109,0.004,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553820.782, 146295.072), (553819.395, 146293.69)]"
374,43884833,,1718,964,0.026,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553820.782, 146295.072), (553838.14, 146277.656)]"
375,43848624,,1565,964,0.005,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553838.833, 146274.172), (553838.14, 146277.656)]"
376,43885034,,1718,1715,0.008,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553820.782, 146295.072), (553817.253, 146298.613)]"
377,43907456,,1159,841,0.029,0.3099,0.087,0.0107178654562036,0.18,1.0,1,cs,True,"[(553699.309, 146221.052), (553678.3570000001, 146207.87300000002)]"
378,43950113,,1133,841,0.008,2.1181,0.105,0.01382273259439772,0.065,1.0,1,cs,True,"[(553680.44, 146204.559), (553678.3570000001, 146207.87300000002)]"
379,43825616,,718,841,0.008,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553672.546, 146204.218), (553678.3570000001, 146207.87300000002)]"
380,52856948,,2614,1897,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553733.0, 146314.0), (553729.596573, 146314.138957)]"
381,187565847,,2483,894,0.145,0.154,0.071,3.1830988618379066,0.375,1.0,1,cs,True,"[(553808.6190010001, 146316.600679), (553733.969, 146242.853)]"
382,187565848,,888,894,0.01,0.3099,0.087,0.0107178654562036,0.18,1.0,1,cs,True,"[(553726.53, 146238.174), (553733.969, 146242.853)]"
383,43893936,,1985,1341,0.004,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553763.799459, 146377.366973), (553757.772, 146384.999)]"
384,183029851,,2077,644,0.043,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553781.7744270001, 146287.585462), (553808.6429999999, 146261.156)]"
385,43906468,,1145,644,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553807.187, 146259.78699999998), (553808.6429999999, 146261.156)]"
386,43906821,,649,694,0.011,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553752.707, 146300.096), (553754.0, 146294.77800000002)]"
387,43825591,,1025,694,0.022,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553735.644, 146274.79), (553754.0, 146294.77800000002)]"
388,43907035,,1406,694,0.01,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553756.075, 146297.03699999998), (553754.0, 146294.77800000002)]"
389,43825486,,1739,552,0.007,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553733.754, 146274.135), (553729.975, 146272.826)]"
390,183020315,,2078,2611,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553780.475218, 146282.66648299998), (553778.0, 146288.0)]"
391,52856972,,2616,1900,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553733.0, 146314.0), (553731.0934479999, 146312.709527)]"
392,52903132,,3105,2178,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553715.0, 146440.0), (553712.8529279999, 146441.040931)]"
393,43905647,,1368,1483,0.009,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553713.443, 146380.84900000002), (553716.83, 146383.315)]"
394,43825558,,1221,1136,0.007,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553721.106, 146230.072), (553718.993, 146233.43300000002)]"
395,43825628,,888,1136,0.01,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553726.53, 146238.174), (553718.993, 146233.43300000002)]"
396,183020355,,2609,2082,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553778.0, 146288.0), (553778.629266, 146284.364281)]"
397,44024366,,1900,659,0.002,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553731.0934479999, 146312.709527), (553729.915, 146311.452)]"
398,43895848,,1709,1751,0.003,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553793.881, 146275.774), (553793.8539999999, 146273.968)]"
399,183029731,,2487,1754,0.075,0.154,0.071,3.1830988618379066,0.375,1.0,1,cs,True,"[(553814.607905, 146315.83505599998), (553807.184, 146289.228)]"
400,43886200,,1715,1754,0.014,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(553817.253, 146298.613), (553807.184, 146289.228)]"
401,44023328,,1898,1305,0.002,3.5639,0.1,0.009210888540534484,0.058,1.0,1,cs,True,"[(553732.7612470001, 146317.33911600002), (553738.068, 146322.886)]"
402,52112506,,3103,2482,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553806.981491, 146323.76439300002)]"
403,43905719,,1483,1121,0.013,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553716.83, 146383.315), (553719.74, 146392.81)]"
404,43915846,,1509,1121,0.017,0.8409,0.086,0.006140710822281632,0.122,1.0,1,cs,True,"[(553719.0210000001, 146405.804), (553719.74, 146392.81)]"
405,43950960,,1483,618,0.004,2.1181,0.105,0.01382273259439772,0.065,1.0,1,cs,True,"[(553716.83, 146383.315), (553716.696, 146379.176)]"
406,52856964,,3107,1899,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553733.0, 146314.0), (553735.662216, 146314.568857)]"
407,52112546,,3108,2485,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553816.109439, 146317.330328)]"
408,43825318,,1136,1159,0.019,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553718.993, 146233.43300000002), (553699.309, 146221.052)]"
409,43843152,,1715,1752,0.04,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(553817.253, 146298.613), (553832.325, 146295.992)]"
410,43939245,,1025,1760,0.032,4.71,0.12,0.02573240793725066,0.05,1.0,1,cs,True,"[(553735.644, 146274.79), (553742.872, 146304.74800000002)]"
411,43904775,,670,1760,0.013,2.1181,0.094,0.00691136629719886,0.075,1.0,1,cs,True,"[(553745.0920000001, 146307.101), (553742.872, 146304.74800000002)]"
412,43825409,,1025,1739,0.001,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553735.644, 146274.79), (553733.754, 146274.135)]"
413,43848649,,659,1739,0.032,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(553729.915, 146311.452), (553733.754, 146274.135)]"
414,43907352,,552,1734,0.023,0.3099,0.087,0.0107178654562036,0.18,1.0,1,cs,True,"[(553729.975, 146272.826), (553733.392, 146262.958)]"
415,183029892,,2079,1734,0.083,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(553777.5331369999, 146285.372435), (553733.392, 146262.958)]"
416,52848636,,3109,1985,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553764.0, 146374.0), (553763.799459, 146377.366973)]"
417,183020287,,2626,2076,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553778.0, 146288.0), (553776.0624060001, 146286.725128)]"
418,43906052,,758,740,0.005,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553770.448, 146286.363), (553771.878, 146285.048)]"
419,183029846,,2076,740,0.007,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553776.0624060001, 146286.725128), (553771.878, 146285.048)]"
420,52112538,,3101,2484,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553808.2237229999, 146325.001444)]"
421,52112498,,3104,2481,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553805.63057, 146319.601626)]"
422,183029956,,2082,1709,0.014,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(553778.629266, 146284.364281), (553793.881, 146275.774)]"
423,43966716,,2178,1983,0.13,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(553712.8529279999, 146441.040931), (553760.563644, 146374.238298)]"
424,52848612,,3110,1983,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553764.0, 146374.0), (553760.563644, 146374.238298)]"
425,43906034,,1687,1041,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1,cs,True,"[(553759.264, 146259.74800000002), (553759.965, 146258.62900000002)]"
426,183029875,,1687,2078,0.045,0.245,0.071,3.1830988618379066,0.281,1.0,1,cs,True,"[(553759.264, 146259.74800000002), (553780.475218, 146282.66648299998)]"
427,44028667,,1897,757,0.19,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(553729.596573, 146314.138957), (553676.709, 146214.383)]"
428,52112522,,3111,2483,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553808.6190010001, 146316.600679)]"
429,52112562,,3102,2486,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553817.610936, 146318.825564)]"
430,43966718,,1986,1368,0.065,0.9266,0.086,0.02060124821589481,0.149,1.0,1,cs,True,"[(553759.089388, 146375.699735), (553713.443, 146380.84900000002)]"
431,183020327,,2613,2079,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553778.0, 146288.0), (553777.5331369999, 146285.372435)]"
432,183029056,,2482,1982,0.12,0.154,0.071,3.1830988618379066,0.375,1.0,1,cs,True,"[(553806.981491, 146323.76439300002), (553764.985928, 146369.85447)]"
433,183029643,,2481,2081,0.073,0.154,0.071,3.1830988618379066,0.375,1.0,1,cs,True,"[(553805.63057, 146319.601626), (553777.5635899999, 146291.458342)]"
434,43895491,,2485,805,0.022,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553816.109439, 146317.330328), (553812.218, 146300.896)]"
435,52848644,,3114,1986,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553764.0, 146374.0), (553759.089388, 146375.699735)]"
436,183051641,,1982,2622,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553764.985928, 146369.85447), (553764.0, 146374.0)]"
437,183020303,,2610,2077,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553778.0, 146288.0), (553781.7744270001, 146287.585462)]"
438,183020346,,2081,2624,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553777.5635899999, 146291.458342), (553778.0, 146288.0)]"
439,44033434,,1109,598,0.001,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(553819.395, 146293.69), (553818.689, 146292.894)]"
440,43896021,,2484,1704,0.05,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553808.2237229999, 146325.001444), (553779.91, 146320.203)]"
441,52856956,,2621,1898,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553733.0, 146314.0), (553732.7612470001, 146317.33911600002)]"
442,43895416,,2486,1469,0.024,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(553817.610936, 146318.825564), (553827.145, 146315.762)]"
443,52112570,,3115,2487,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553812.0, 146321.0), (553814.607905, 146315.83505599998)]"
444,44023331,,1899,1312,0.005,1.4662,0.09,0.023149809904275686,0.11,1.0,1,cs,True,"[(553735.662216, 146314.568857), (553740.961, 146320.12300000002)]"
445,52902316,,3119,1902,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(553673.0, 146194.0), (553675.900083, 146198.48220899998)]"
446,43924141,,1902,718,0.003,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(553675.900083, 146198.48220899998), (553672.546, 146204.218)]"
447,175588958,,2048,2629,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554055.040709, 145900.731309), (554051.0, 145897.0)]"
448,148910901,,1714,2414,0.015,0.0871,0.079,0.003898419935870849,0.418,1.0,1,cs,True,"[(554196.343, 146140.973), (554206.67005, 146145.094723)]"
449,148914702,,2637,2414,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554202.0, 146148.0), (554206.67005, 146145.094723)]"
450,148914601,,2410,2631,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554206.67005, 146145.094723), (554202.0, 146148.0)]"
451,148914692,,2413,2633,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554206.67005, 146145.094723), (554202.0, 146148.0)]"
452,148910888,,1054,2410,0.015,0.0435,0.04,0.0019492099679354244,0.752,1.0,1,cs,True,"[(554192.946, 146143.086), (554206.67005, 146145.094723)]"
453,148910913,,1297,2413,0.015,0.0435,0.04,0.0019492099679354244,0.752,1.0,1,cs,True,"[(554199.739, 146138.861), (554206.67005, 146145.094723)]"
454,148914623,,2639,2412,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554202.0, 146148.0), (554206.67005, 146145.094723)]"
455,148910907,,736,2412,0.015,0.0435,0.04,0.0019492099679354244,0.752,1.0,1,cs,True,"[(554198.041, 146139.917), (554206.67005, 146145.094723)]"
456,148914610,,2634,2411,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554202.0, 146148.0), (554206.67005, 146145.094723)]"
457,148910894,,1272,2411,0.015,0.0435,0.04,0.0019492099679354244,0.752,1.0,1,cs,True,"[(554194.644, 146142.03), (554206.67005, 146145.094723)]"
458,43848813,,1150,1674,0.009,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(554121.245, 145782.924), (554117.88, 145779.586)]"
459,43968180,,2021,1674,0.01,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554117.88, 145779.586)]"
460,43885048,,526,1674,0.011,0.2238,0.086,0.009008600390099925,0.22,1.0,1,cs,True,"[(554117.127, 145780.322), (554117.88, 145779.586)]"
461,43914635,,1562,592,0.035,0.8409,0.086,0.006140710822281632,0.122,1.0,1,cs,True,"[(554213.238, 145851.296), (554202.172, 145860.44)]"
462,43922643,,1562,731,0.05,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554213.238, 145851.296), (554198.201, 145829.052)]"
463,43893858,,1184,731,0.022,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(554190.9010000001, 145823.74800000002), (554198.201, 145829.052)]"
464,43924241,,1742,1264,0.022,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554226.386, 145863.844), (554240.958, 145873.756)]"
465,43921768,,1742,1562,0.02,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554226.386, 145863.844), (554213.238, 145851.296)]"
466,52933780,,3130,2017,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554114.0, 145772.0), (554115.582947, 145773.598993)]"
467,43923176,,2119,1135,0.024,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554171.469, 145803.061)]"
468,43921692,,1393,1135,0.026,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554184.42, 145796.092), (554171.469, 145803.061)]"
469,43970754,,2112,1578,0.004,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554165.929, 145825.41)]"
470,43970744,,2122,1263,0.005,8.5222,0.106,0.010074691760841612,0.035,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554155.056, 145831.823)]"
471,43895547,,1454,1617,0.004,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(554185.2679999999, 145826.014), (554185.001, 145823.655)]"
472,43922328,,1578,1617,0.026,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554165.929, 145825.41), (554185.001, 145823.655)]"
473,52127796,,3132,2110,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
474,43968169,,2020,2110,0.072,0.16,0.075,0.0130787199516719,0.418,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554165.977009, 145823.799131)]"
475,43968175,,2113,844,0.1,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554124.772, 145760.337)]"
476,43970753,,1196,547,0.026,0.1433,0.08,0.004118756857055117,0.319,1.0,1,cs,True,"[(554163.905, 145827.553), (554157.89, 145839.00699999998)]"
477,43848561,,797,1098,0.009,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(554151.764, 145811.814), (554147.265, 145807.93099999998)]"
478,43825316,,960,1719,0.002,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(554158.309, 145785.479), (554157.51, 145786.313)]"
479,43968176,,2111,1719,0.03,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554157.51, 145786.313)]"
480,52127788,,3138,2109,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
481,52100992,,2892,2333,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554104.0, 145680.0), (554108.603759, 145676.99078)]"
482,52933820,,3139,2022,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554114.0, 145772.0), (554115.582947, 145773.598993)]"
483,43970755,,2108,488,0.004,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554167.3470000001, 145823.926)]"
484,43923412,,2333,1637,0.063,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554108.603759, 145676.99078), (554084.741, 145722.174)]"
485,43921908,,844,1637,0.063,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554124.772, 145760.337), (554084.741, 145722.174)]"
486,43895464,,2117,1273,0.05,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554123.0179999999, 145824.842)]"
487,43893678,,1162,1273,0.054,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(554102.683, 145813.738), (554123.0179999999, 145824.842)]"
488,52127836,,3140,2115,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
489,52973700,,2755,2099,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554172.0, 145766.0), (554169.81074, 145766.51927000002)]"
490,43922692,,967,1313,0.019,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554165.725, 145814.848), (554179.34, 145803.362)]"
491,43968181,,2025,1165,0.042,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554101.998, 145755.831)]"
492,43921837,,488,1323,0.026,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554167.3470000001, 145823.926), (554187.75, 145823.511)]"
493,43843777,,1632,623,0.01,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(554104.0210000001, 145733.361), (554101.851, 145735.644)]"
494,43968182,,2017,623,0.075,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554101.851, 145735.644)]"
495,43968151,,2099,1393,0.03,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554169.81074, 145766.51927000002), (554184.42, 145796.092)]"
496,43968161,,2023,1689,0.034,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554143.15, 145775.157)]"
497,43843034,,1394,1689,0.005,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(554145.2729999999, 145772.937), (554143.15, 145775.157)]"
498,43825192,,684,1596,0.002,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(554115.511, 145760.15099999998), (554114.82, 145760.874)]"
499,43968179,,2024,1596,0.031,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554114.82, 145760.874)]"
500,43921902,,2115,1184,0.03,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554190.9010000001, 145823.74800000002)]"
501,43896349,,1162,2043,0.109,0.2238,0.082,0.0045043001950499624,0.255,1.0,1,cs,True,"[(554102.683, 145813.738), (554050.401058, 145889.541532)]"
502,52127828,,3145,2114,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
503,52127868,,3146,2119,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
504,175588902,,2043,2644,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554050.401058, 145889.541532), (554051.0, 145897.0)]"
505,43844187,,1705,1693,0.011,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(554089.322, 145768.50400000002), (554086.381, 145771.45)]"
506,43842232,,1705,1292,0.031,0.6068,0.083,0.006143673856590119,0.145,1.0,1,cs,True,"[(554089.322, 145768.50400000002), (554068.7679999999, 145779.082)]"
507,52127892,,3148,2122,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
508,43843399,,590,1605,0.01,0.4476,0.083,0.005628921575691713,0.174,1.0,1,cs,True,"[(554119.475, 145748.186), (554118.741, 145749.078)]"
509,43968183,,2018,1605,0.029,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554118.741, 145749.078)]"
510,52127812,,3134,2112,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
511,52127852,,3142,2117,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
512,52933788,,3141,2018,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554114.0, 145772.0), (554115.582947, 145773.598993)]"
513,43921864,,1313,1666,0.027,0.2384,0.078,0.004118756857055117,0.261,1.0,1,cs,True,"[(554179.34, 145803.362), (554188.684, 145794.171)]"
514,43968157,,1540,1666,0.011,0.2633,0.078,0.013817932201067487,0.319,1.0,1,cs,True,"[(554189.192, 145777.242), (554188.684, 145794.171)]"
515,43824969,,922,990,0.003,0.4476,0.09,0.011258042236110585,0.15,1.0,1,cs,True,"[(554139.293, 145767.196), (554137.294, 145769.28699999998)]"
516,43968163,,2022,990,0.026,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554115.582947, 145773.598993), (554137.294, 145769.28699999998)]"
517,52933836,,3147,2024,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554114.0, 145772.0), (554115.582947, 145773.598993)]"
518,43905265,,2114,1196,0.003,0.2466,0.082,0.015110841974070288,0.308,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554163.905, 145827.553)]"
519,52127804,,3137,2111,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
520,52127844,,3151,2116,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1,cs,True,"[(554162.0, 145820.0), (554165.977009, 145823.799131)]"
521,43968178,,2109,797,0.015,0.4932,0.083,0.01888407013430177,0.209,1.0,1,cs,True,"[(554165.977009, 145823.799131), (554151.764, 145811.814)]"
