,bus,element,et,type,closed,SectionID,FromNodeID,ToNodeID,ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,RatedLevel,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Manufacturer,Standard,CableType,NumberOfGroundingConductors,ArmorOuterDiameter,OverallDiameter,ConcentricNeutralBeforeSheath,UserDefinedImpedances,Frequency,Temperature,ImpedancesNote,Favorite,Flags,Comments,Length
601,3238,2010,b,,True,42529092,42875422,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
602,2741,2742,b,,True,42597954,42946386,42946387,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
603,2741,2743,b,,True,42598113,42946386,42946500,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
604,3247,2010,b,,True,42529099,42875421,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
605,3248,2010,b,,True,42529094,42875428,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
606,3249,2010,b,,True,42529093,42875423,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
607,3246,2741,b,,True,42597955,42946388,42946386,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
608,3250,2741,b,,True,42598110,42946497,42946386,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
609,3251,2010,b,,True,42529095,42875418,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
610,3252,2010,b,,True,42529100,42875429,42875416,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
611,2741,2744,b,,True,42598111,42946386,42946498,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
612,3253,2745,b,,True,42572647,42903270,42903264,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
613,3254,2440,b,,True,42569889,42892842,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
614,3255,2440,b,,True,42570719,42892042,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
615,3253,2746,b,,True,42572652,42903270,42965761,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
616,3256,2440,b,,True,42569884,42887830,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
617,3253,2747,b,,True,42572649,42903270,42965652,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
618,2440,2748,b,,True,42569883,42894973,42892149,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
619,2440,2749,b,,True,42573194,42894973,42902207,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
620,2440,2750,b,,True,42578617,42894973,42902208,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
621,3253,2751,b,,True,42572654,42903270,42903269,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
622,3253,2752,b,,True,42572653,42903270,42903268,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
623,3257,2440,b,,True,42569885,42892041,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
624,3259,2440,b,,True,42569880,42892838,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
625,3253,2753,b,,True,42572645,42903270,42965651,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
626,2440,2754,b,,True,42578533,42894973,42902206,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
627,3253,2755,b,,True,42572650,42903270,42903266,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
628,2440,2756,b,,True,42569881,42894973,42892148,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
629,3253,2757,b,,True,42572651,42903270,42903267,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
630,3258,2440,b,,True,42569886,42887831,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
631,3253,2758,b,,True,42572646,42903270,42903263,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
632,3260,2440,b,,True,42569888,42892841,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
633,3217,2440,b,,True,42570718,42973165,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
634,3261,2440,b,,True,42569887,42892840,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
635,3253,2759,b,,True,42572648,42903270,42903265,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
636,3262,2440,b,,True,42569882,42892839,42894973,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
637,125,399,b,,True,42573007,52100352,42902141,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
638,92,323,b,,True,42552262,52096704,42935583,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
639,368,322,b,,True,42550113,42981679,52101008,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
640,339,251,b,,True,42544960,42973730,42924506,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
641,194,214,b,,True,42600298,42936977,42936976,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
642,129,467,b,,True,42573009,42901740,42902138,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
643,444,97,b,,True,42549521,42924507,52141260,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
644,136,101,b,,True,42567260,52815044,42880100,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
645,450,433,b,,True,42601479,42952074,42958500,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
646,139,471,b,,True,42536253,42936974,42936973,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
647,1845,2760,b,,True,42573303,42901741,42902143,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
648,390,170,b,,True,42586310,42880287,42880401,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
649,176,305,b,,True,42600299,42932776,42932775,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
650,471,478,b,,True,42540668,42936973,42936975,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
651,456,339,b,,True,42537240,42923815,42973730,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
652,194,305,b,,True,42525147,42936977,42932775,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
653,401,343,b,,True,42540602,42958502,42952073,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
654,129,418,b,,True,42573010,42901740,42902139,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
655,202,339,b,,True,42590833,42923924,42973730,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
656,170,197,b,,True,42586311,42880401,42880399,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
657,214,471,b,,True,42545462,42936976,42936973,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
658,171,476,b,,True,42591955,42923638,52113268,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
659,1948,2761,b,,True,42593300,42974480,42973731,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
660,463,456,b,,True,42551116,42939963,42923815,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
661,301,176,b,,True,42600300,42932887,42932776,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
662,313,418,b,,True,42573011,42902140,42902139,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
663,433,343,b,,True,42545523,42958500,42952073,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
664,170,195,b,,True,42586316,42880401,42880400,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
665,417,416,b,,True,42549808,52096694,42935584,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
666,227,176,b,,True,42600301,42932888,42932776,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
667,391,165,b,,True,42573006,42902142,52100362,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
668,3263,2325,b,,True,42599711,42951513,42905655,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
669,155,476,b,,True,42586312,42886751,52113268,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
670,345,129,b,,True,42573008,42901742,42901740,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
671,261,273,b,,True,42549715,42924508,52141270,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
672,395,159,b,,True,42586309,42923228,52113258,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
673,479,81,b,,True,42556288,42952072,52100998,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
674,343,270,b,,True,42601478,42952073,42958501,M-FIC,0.06,0.06,0.099,0.099,152.681,152.681,607.0,607.0,607.0,668.0,668.0,300.0,,,,,,20.0,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
675,3264,2156,b,,True,160236085,160234679,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
676,2156,2763,b,,True,160236320,160234671,160234760,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
677,3265,2156,b,,True,160236096,160234694,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
678,3266,2156,b,,True,160236270,160234725,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
679,3267,2156,b,,True,160236091,160234681,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
680,3268,2156,b,,True,160236311,201806055,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
681,2156,2764,b,,True,160236287,160234671,160234735,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
682,3269,2156,b,,True,160236351,160234762,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
683,2156,2762,b,,True,160236276,160234671,160234727,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
684,2156,2765,b,,True,160236282,160234671,160234733,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
685,3270,2156,b,,True,160236107,160234719,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
686,3271,2156,b,,True,160236112,160234721,160234671,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
687,2156,2766,b,,True,160236263,160234671,160234723,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
688,1905,2767,b,,True,42538559,42880286,42960375,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
689,3272,2768,b,,True,42595046,42943465,42943460,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
690,2774,2769,b,,True,42588794,42922812,42921403,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
691,3275,2770,b,,True,42610350,42935576,42973498,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
692,3276,2770,b,,True,42610360,42975012,42973498,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
693,3277,1905,b,,True,42538554,42886747,42880286,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
694,3279,2769,b,,True,42588793,42922811,42921403,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
695,3281,2769,b,,True,42588713,42972811,42921403,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
696,3282,2769,b,,True,42588802,42918677,42921403,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
697,3283,1905,b,,True,42538553,42881269,42880286,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
698,2768,2771,b,,True,42595048,42943460,42943576,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
699,3284,1905,b,,True,42538563,42880976,42880286,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
700,3274,2768,b,,True,42595047,42943575,42943460,B-FIC,0.4158,1.0,0.3269,1.0,3.544,1.0,305.0,305.0,305.0,305.0,305.0,300.0,,,,,,0.4,0.0,0.0,0,,,0,1,27.0,28.0,0,1,-1.0,-274.0,,0,0,,0.0
