,SectionID,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,max_i_ka,df,parallel,type,in_service,coords,FromNodeID,ToNodeID
32,43939206,,1467.0,1204.0,0.007,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554027.075, 146388.316), (554031.871, 146392.063)]",42783662,42700105
33,43950988,,860.0,1758.0,0.005,2.1181,0.105,0.01382273259439772,0.065,1.0,1.0,cs,True,"[(554038.4770000001, 146383.65099999998), (554033.681, 146379.664)]",42693414,42769314
34,52889628,,3023.0,2508.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553992.0, 146424.0), (553992.0, 146424.0)]",42909247,52889626
35,43923050,,2505.0,1530.0,0.022,0.2384,0.078,0.004118756857055117,0.261,1.0,1.0,cs,True,"[(554039.0, 146339.0), (554016.16, 146347.766)]",52107552,42703621
36,43825015,,1088.0,1486.0,0.011,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553974.454, 146430.939), (553967.793, 146424.695)]",42691844,42674331
37,52889612,,3024.0,2509.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553992.0, 146424.0), (553992.0, 146424.0)]",42909248,52889610
38,52857532,,3029.0,1885.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554113.0, 146312.0), (554109.3811090001, 146311.74646199998)]",42969380,52857530
39,52107506,,3030.0,2510.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554039.0, 146339.0), (554039.0, 146339.0)]",42890836,52107504
40,52107546,,3026.0,2511.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554039.0, 146339.0), (554039.0, 146339.0)]",42890829,52107544
41,52889604,,2502.0,2513.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553992.0, 146424.0), (553992.0, 146424.0)]",42901267,52889602
42,52114130,,264.0,204.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(553981.0, 145938.0), (553988.6692390001, 145937.681373)]",42879301,52114128
43,43959929,,127.0,204.0,0.248,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554022.719531, 146020.261216), (553988.6692390001, 145937.681373)]",52869178,52114128
44,52114150,,189.0,113.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(553981.0, 145938.0), (553984.272809, 145933.525346)]",42876386,52114148
45,52114140,,316.0,106.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(553981.0, 145938.0), (553981.3418020001, 145930.754609)]",42876385,52114138
46,52869180,,457.0,127.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554021.0, 146014.0), (554022.719531, 146020.261216)]",42879303,52869178
47,52818650,,181.0,213.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554240.0, 146124.0), (554240.267471, 146130.480239)]",42948112,52818648
48,137006818,,377.0,213.0,0.1,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554209.018503, 146150.11117699998), (554240.267471, 146130.480239)]",137007576,52818648
49,52818640,,239.0,387.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554240.0, 146124.0), (554243.993888, 146127.93181900002)]",42948111,52818638
50,43996378,,325.0,351.0,0.276,0.1654,0.1012,0.03157209741953885,0.46,1.0,1.0,cs,True,"[(554001.929, 145914.67), (553860.473803, 145767.14691500002)]",42822267,52113278
51,52113280,,350.0,351.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(553856.0, 145763.0), (553860.473803, 145767.14691500002)]",42923229,52113278
52,184842928,,147.0,344.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554044.9928560001, 145898.93913699998), (554051.0, 145897.0)]",184842916,183138030
53,43958384,,335.0,298.0,0.12,0.156,0.113,0.03128783185733572,0.414,1.0,1.0,cs,True,"[(554436.0, 146391.0), (554368.566, 146336.09699999998)]",193621144,42706732
54,193621147,,335.0,93.0,0.001,0.02,0.033,0.00694934506550238,2.004,1.0,1.0,cs,True,"[(554436.0, 146391.0), (554436.0, 146391.0)]",193621144,42937485
55,44009368,,292.0,364.0,0.143,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554222.2, 146151.513), (554304.134, 146263.786)]",42826833,42858362
56,44009369,,481.0,364.0,0.024,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554314.3944689999, 146258.78207000002), (554304.134, 146263.786)]",52826068,42858362
57,43959755,,106.0,147.0,0.119,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(553981.3418020001, 145930.754609), (554044.9928560001, 145898.93913699998)]",52114138,184842916
58,44000334,,289.0,107.0,0.058,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554205.687, 146139.90300000002), (554213.574, 146132.659)]",137006430,42826835
59,192649080,,114.0,459.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554043.662288, 145896.83908099998), (554051.0, 145897.0)]",192649077,42874412
60,68631249,,114.0,325.0,0.06,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554043.662288, 145896.83908099998), (554001.929, 145914.67)]",192649077,42822267
61,44000333,,387.0,292.0,0.058,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554243.993888, 146127.93181900002), (554222.2, 146151.513)]",52818638,42826833
62,135268551,,157.0,246.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554202.0, 146148.0), (554202.0, 146148.0)]",135267619,135267642
63,137007579,,377.0,246.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554209.018503, 146150.11117699998), (554202.0, 146148.0)]",137007576,135267642
64,135268548,,157.0,142.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554202.0, 146148.0), (554202.0, 146148.0)]",135267619,135267646
65,137007567,,142.0,455.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554202.0, 146148.0), (554204.022783, 146140.83940899998)]",135267646,137007564
66,43993260,,113.0,348.0,0.27,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(553984.272809, 145933.525346), (554145.477519, 146009.233569)]",52114148,52066187
67,52066189,,172.0,348.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554150.0, 146006.0), (554145.477519, 146009.233569)]",42968939,52066187
68,43959870,,298.0,295.0,0.086,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554368.566, 146336.09699999998), (554322.649, 146286.61)]",42706732,42858363
69,44009370,,137.0,295.0,0.024,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554324.086109, 146265.263039), (554322.649, 146286.61)]",52826058,42858363
70,52066199,,357.0,396.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554150.0, 146006.0), (554150.063415, 146013.579548)]",42876372,52066197
71,44000331,,107.0,396.0,0.15,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554213.574, 146132.659), (554150.063415, 146013.579548)]",42826835,52066197
72,52826070,,123.0,481.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554322.0, 146260.0), (554314.3944689999, 146258.78207000002)]",42951836,52826068
73,52826060,,458.0,137.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554322.0, 146260.0), (554324.086109, 146265.263039)]",42951835,52826058
74,137006812,,455.0,289.0,0.005,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554204.022783, 146140.83940899998), (554205.687, 146139.90300000002)]",137007564,137006430
75,52105788,,327.0,167.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554292.483192, 145630.192411)]",42935454,52105786
76,43958037,,255.0,288.0,0.002,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554294.937, 145599.424), (554295.892, 145597.113)]",42827073,42707478
77,43956914,,109.0,288.0,0.143,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554185.906, 145627.137), (554295.892, 145597.113)]",42858229,42707478
78,52105806,,466.0,434.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554283.857364, 145627.887761)]",42935344,52105804
79,159486584,,132.0,235.0,0.02,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554405.916503, 146122.764795), (554400.190217, 146126.835475)]",159486510,159486605
80,158564132,,483.0,486.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554410.0, 146119.0), (554410.0, 146119.0)]",158564065,159486415
81,88878704,,278.0,470.0,0.064,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554391.0270189999, 146132.924597), (554366.090457, 146119.143392)]",88874768,88877486
82,43959725,,180.0,234.0,0.18,0.156,0.108,0.03379085840592258,0.414,1.0,1.0,cs,True,"[(554277.224406, 145837.926629), (554225.307489, 145797.12040699998)]",52076979,52035907
83,52035909,,124.0,234.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554225.0, 145790.0), (554225.307489, 145797.12040699998)]",42876145,52035907
84,52127918,,449.0,259.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554162.0, 145820.0), (554163.679457, 145813.998123)]",42875850,52127916
85,52127908,,464.0,271.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554162.0, 145820.0), (554169.2441560001, 145820.379015)]",42875849,52127906
86,43959750,,76.0,425.0,0.281,0.156,0.108,0.03379085840592258,0.414,1.0,1.0,cs,True,"[(554362.9529329999, 146121.624022), (554460.792053, 146270.070477)]",88877489,52226716
87,52226912,,162.0,425.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554462.0, 146263.0), (554460.792053, 146270.070477)]",42968376,52226716
88,52815056,,419.0,231.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554179.0, 145632.0), (554179.0, 145632.0)]",42876782,52815054
89,159486608,,235.0,210.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554400.190217, 146126.835475), (554395.0, 146129.0)]",159486605,88865472
90,52045559,,303.0,75.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554206.0, 145710.0), (554200.070867, 145708.703798)]",42895114,52045557
91,52045569,,233.0,240.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554206.0, 145710.0), (554201.727501, 145716.066779)]",42895113,52045567
92,43967313,,259.0,240.0,0.158,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554163.679457, 145813.998123), (554201.727501, 145716.066779)]",52127916,52045567
93,43958150,,167.0,100.0,0.046,0.156,0.113,0.03128783185733572,0.414,1.0,1.0,cs,True,"[(554292.483192, 145630.192411), (554304.652, 145596.864)]",52105786,42709231
94,88878708,,87.0,76.0,0.064,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554393.103967, 146135.927777), (554362.9529329999, 146121.624022)]",88874775,88877489
95,44000480,,100.0,406.0,0.186,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554304.652, 145596.864), (554159.1, 145666.059)]",42709231,42708069
96,43967312,,75.0,406.0,0.118,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554200.070867, 145708.703798), (554159.1, 145666.059)]",52045557,42708069
97,159486513,,486.0,132.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554410.0, 146119.0), (554405.916503, 146122.764795)]",159486415,159486510
98,44001270,,434.0,255.0,0.044,0.156,0.113,0.03128783185733572,0.414,1.0,1.0,cs,True,"[(554283.857364, 145627.887761), (554294.937, 145599.424)]",52105804,42827073
99,43959731,,271.0,318.0,0.004,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554169.2441560001, 145820.379015), (554171.584, 145820.24800000002)]",52127906,42805060
100,43970267,,179.0,318.0,0.085,0.156,0.108,0.03379085840592258,0.414,1.0,1.0,cs,True,"[(554222.410869, 145794.936085), (554171.584, 145820.24800000002)]",52035917,42805060
101,43959751,,470.0,371.0,0.445,0.156,0.108,0.03379085840592258,0.414,1.0,1.0,cs,True,"[(554366.090457, 146119.143392), (554284.884109, 145832.779466)]",88877486,52076969
102,52076971,,164.0,371.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554284.0, 145840.0), (554284.884109, 145832.779466)]",42876129,52076969
103,88874777,,274.0,87.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554393.103967, 146135.927777)]",88865540,88874775
104,52076981,,185.0,180.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554284.0, 145840.0), (554277.224406, 145837.926629)]",42876130,52076979
105,88874770,,311.0,278.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554391.0270189999, 146132.924597)]",88865486,88874768
106,43958386,,182.0,168.0,0.181,0.156,0.113,0.03128783185733572,0.414,1.0,1.0,cs,True,"[(554464.193712, 146268.08748299998), (554441.546496, 146377.12210799998)]",52226214,52034725
107,52034727,,192.0,168.0,0.001,0.02,0.033,0.00694934506550238,2.004,1.0,1.0,cs,True,"[(554436.0, 146391.0), (554441.546496, 146377.12210799998)]",42937483,52034725
108,52226401,,342.0,182.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554462.0, 146263.0), (554464.193712, 146268.08748299998)]",42875430,52226214
109,52035919,,160.0,179.0,0.001,0.06,0.099,0.020848035196507138,0.668,1.0,1.0,cs,True,"[(554225.0, 145790.0), (554222.410869, 145794.936085)]",42876146,52035917
110,44009181,,231.0,109.0,0.015,0.156,0.108,0.03377364890329669,0.414,1.0,1.0,cs,True,"[(554179.0, 145632.0), (554185.906, 145627.137)]",52815054,42858229
111,43886004,,1783.0,1417.0,0.005,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554319.73, 145578.952), (554322.366, 145575.64800000002)]",42683203,42696600
112,43885801,,671.0,1417.0,0.007,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554328.837, 145569.608), (554322.366, 145575.64800000002)]",42696306,42696600
113,43905604,,1783.0,581.0,0.005,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554319.73, 145578.952), (554321.666, 145580.695)]",42683203,42784353
114,43893986,,875.0,993.0,0.002,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(554296.698, 145533.456), (554297.267, 145531.565)]",42704117,42684481
115,43896080,,600.0,993.0,0.004,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(554298.465, 145527.581), (554297.267, 145531.565)]",42677078,42684481
116,43894096,,875.0,1633.0,0.014,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(554296.698, 145533.456), (554295.725, 145550.677)]",42704117,42667184
117,43825024,,1176.0,1633.0,0.004,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(554289.18, 145550.793), (554295.725, 145550.677)]",42763158,42667184
118,43894045,,1796.0,1633.0,0.011,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(554297.249, 145558.826), (554295.725, 145550.677)]",42689524,42667184
119,43884293,,2035.0,724.0,0.034,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554353.046945, 145530.75370899998), (554353.573, 145536.18300000002)]",52929746,42693377
120,43883492,,840.0,724.0,0.006,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554354.378, 145539.291), (554353.573, 145536.18300000002)]",42787190,42693377
121,52105668,,3042.0,2276.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554290.637533, 145638.476302)]",42934199,52105666
122,43885175,,1034.0,792.0,0.012,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554298.2829999999, 145601.8), (554301.212, 145594.718)]",42703014,42674139
123,132749457,,871.0,792.0,0.005,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554302.33, 145591.666), (554301.212, 145594.718)]",131541284,42674139
124,43906196,,1031.0,1498.0,0.001,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554314.566, 145587.11), (554314.145, 145586.811)]",42660316,42689428
125,43885679,,1009.0,1498.0,0.011,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554310.815, 145591.49599999998), (554314.145, 145586.811)]",42672465,42689428
126,43906201,,1031.0,1770.0,0.005,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554314.566, 145587.11), (554315.4920000001, 145587.859)]",42660316,42793296
127,43844051,,993.0,1027.0,0.006,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(554297.267, 145531.565), (554298.553, 145531.884)]",42684481,42675495
128,43842408,,1229.0,1027.0,0.004,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(554301.353, 145532.576), (554298.553, 145531.884)]",42788091,42675495
129,52105772,,3043.0,2289.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554285.871071, 145628.336417)]",42934198,52105770
130,52105692,,3044.0,2279.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554290.176186, 145640.54697)]",42934196,52105690
131,43826931,,2038.0,1255.0,0.034,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554348.608866, 145523.903971), (554351.807, 145551.786)]",52929770,42690330
132,52929756,,3045.0,2036.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554352.0, 145525.0), (554352.390054, 145521.464158)]",42908074,52929754
133,44038497,,833.0,2036.0,0.004,1.3306,0.09,0.006900129764882415,0.093,1.0,1.0,cs,True,"[(554351.26, 145516.293), (554352.390054, 145521.464158)]",42832070,52929754
134,43891634,,2033.0,1021.0,0.007,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554354.601817, 145524.87779600002), (554356.884, 145521.0)]",52929730,42790819
135,43826666,,2282.0,1034.0,0.042,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554287.885409, 145628.785214), (554298.2829999999, 145601.8)]",52105714,42703014
136,119479064,,1656.0,863.0,0.001,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554344.545, 145556.79), (554346.176, 145555.671)]",42690861,119478920
137,43842378,,1656.0,503.0,0.015,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(554344.545, 145556.79), (554341.7270000001, 145552.635)]",42690861,42789009
138,43884997,,1656.0,1231.0,0.004,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554344.545, 145556.79), (554342.356, 145558.28699999998)]",42690861,42693345
139,43876531,,834.0,1231.0,0.001,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554341.42, 145558.93099999998), (554342.356, 145558.28699999998)]",42686923,42693345
140,210848517,,1307.0,2271.0,0.065,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554273.454, 145699.521), (554279.769651, 145638.24672999998)]",210847754,210846340
141,210846343,,2539.0,2271.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554279.769651, 145638.24672999998)]",210846134,210846340
142,52105764,,3048.0,2288.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554286.0, 145634.0), (554291.5601649999, 145634.33524400002)]",42934201,52105762
143,43885880,,1255.0,976.0,0.007,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554351.807, 145551.786), (554349.495, 145553.399)]",42690330,42678119
144,43886076,,951.0,976.0,0.006,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554347.843, 145554.527), (554349.495, 145553.399)]",42670745,42678119
145,43826428,,2289.0,609.0,0.042,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554285.871071, 145628.336417), (554298.049, 145597.133)]",52105770,42693976
146,52879084,,3049.0,2027.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554290.0, 145523.0), (554287.8636340001, 145522.293998)]",42950099,52879082
147,52929748,,3047.0,2035.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554352.0, 145525.0), (554353.046945, 145530.75370899998)]",42908070,52929746
148,43885191,,1498.0,1783.0,0.014,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554314.145, 145586.811), (554319.73, 145578.952)]",42689428,42683203
149,43826638,,1995.0,2034.0,0.061,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554306.126848, 145541.75357899998), (554347.499633, 145522.191979)]",52931490,52929738
150,52929740,,3052.0,2034.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554352.0, 145525.0), (554347.499633, 145522.191979)]",42908072,52929738
151,43897724,,2285.0,1606.0,0.008,0.0571,0.04,0.002071305123661409,0.647,1.0,1.0,cs,True,"[(554280.802819, 145632.03557), (554268.921, 145651.144)]",52105738,42788108
152,43906858,,546.0,1796.0,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554293.1479999999, 145561.948), (554297.249, 145558.826)]",42787284,42689524
153,43894874,,1721.0,1796.0,0.005,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(554299.548, 145562.503), (554297.249, 145558.826)]",42701026,42689524
154,43895073,,1502.0,1307.0,0.022,0.3099,0.082,0.0053589327281018,0.209,1.0,1.0,cs,True,"[(554283.449, 145694.484), (554273.454, 145699.521)]",42765907,210847754
155,43906059,,1593.0,951.0,0.003,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554349.995, 145556.69), (554347.843, 145554.527)]",42765004,42670745
156,119479063,,863.0,951.0,0.001,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554346.176, 145555.671), (554347.843, 145554.527)]",119478920,42670745
157,52929732,,3051.0,2033.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554352.0, 145525.0), (554354.601817, 145524.87779600002)]",42908073,52929730
158,52929772,,3050.0,2038.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554352.0, 145525.0), (554348.608866, 145523.903971)]",42965708,52929770
159,43949988,,671.0,647.0,0.001,2.1181,0.105,0.01382273259439772,0.065,1.0,1.0,cs,True,"[(554328.837, 145569.608), (554330.7629999999, 145571.625)]",42696306,170375053
