[GENERAL]
DATE=March 15, 2017 at 16:18:13
CYME_VERSION=7.20
CYMDIST_REVISION=05

[SI]

[CABLE]
FORMAT_CABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,RatedLevel,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Manufacturer,Standard,CableType,NumberOfGroundingConductors,ArmorOuterDiameter,OverallDiameter,ConcentricNeutralBeforeSheath,UserDefinedImpedances,Frequency,Temperature,ImpedancesNote,Favorite,Flags,Comments
MT/BT-VIEUX THEY-10893,2,1,100.000000,0,17.800000,0.420000,4.000000,4.000000,8.000000,20.000000,30.000000,2.062000,2.062000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.030000,0.030000,5.000000,5.000000,1,100.000000,100.000000,100.000000,100.000000,0.340000,,,,,,107,5,0,0,0,
BIT 20/10 KV-CONDÉMINE-5599,2,1,400.000000,0,21.000000,0.420000,4.130000,4.130000,8.000000,20.000000,30.000000,5.290000,5.290000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.408000,,,,,,107,11,0,0,0,
MT/BT-RUE DE LAUSANNE 57 MAG-4187,2,1,160.000000,0,21.000000,0.420000,3.810000,3.810000,8.000000,20.000000,30.000000,3.220000,3.220000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,160.000000,160.000000,160.000000,160.000000,0.396000,,,,,,107,11,0,0,0,
MT/BT-PRÉ DU MOULIN-4737,2,1,160.000000,0,17.800000,0.420000,4.030000,4.030000,8.000000,20.000000,30.000000,2.849000,2.849000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.150000,1.150000,4.590000,4.590000,1,160.000000,160.000000,160.000000,160.000000,0.276000,,,,,,107,11,0,0,0,
MT/BT-HYDRO-SOI-10906,2,1,1000.000000,0,17.800000,0.420000,4.800000,4.800000,8.000000,20.000000,30.000000,0.000000,0.000000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,0.030000,0.030000,3.130000,3.130000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.002000,,,,,,107,5,0,0,0,
MT/BT-LINJU-3629,2,1,400.000000,0,17.800000,0.420000,4.500000,4.500000,8.000000,20.000000,30.000000,4.861000,4.861000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,400.000000,400.000000,400.000000,400.000000,0.564000,,,,,,107,11,0,0,0,
TR 20/0.42 - 160 KVA,2,1,160.000000,0,21.000000,0.420000,6.500000,6.500000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,5,1.260000,1.260000,5.000000,5.000000,1,160.000000,160.000000,160.000000,160.000000,0.500000,,,,,,0,11,2,0,0,
BIT 20/13 KV-VILLAGE-4976,2,1,250.000000,0,21.000000,0.420000,3.980000,3.980000,8.000000,20.000000,30.000000,3.082000,3.082000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.130000,1.130000,4.520000,4.520000,1,250.000000,250.000000,250.000000,250.000000,0.432000,,,,,,107,11,0,0,0,
MT/BT-MARAIS-3854,2,1,630.000000,0,21.000000,0.420000,4.620000,4.620000,8.000000,20.000000,30.000000,5.985000,5.985000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,630.000000,630.000000,630.000000,630.000000,0.644000,,,,,,107,11,0,0,0,
MT/BT-CHENAU-4061,2,1,100.000000,0,21.000000,0.420000,3.920000,3.920000,8.000000,20.000000,30.000000,4.175000,4.175000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,100.000000,100.000000,100.000000,100.000000,0.222000,,,,,,107,11,0,0,0,
MT/BT-RTE D'ETOY-3528,2,1,250.000000,0,21.000000,0.420000,4.060000,4.060000,8.000000,20.000000,30.000000,5.764000,5.764000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.553000,,,,,,107,11,0,0,0,
MT/BT-1462,2,1,250.000000,0,0.000000,0.420000,4.300000,4.300000,8.000000,20.000000,30.000000,2.742000,2.742000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,45.950000,45.950000,3.010000,6.020000,1,250.000000,250.000000,250.000000,250.000000,0.514000,,,,,,107,1,0,0,0,
MT/BT-1492,2,1,250.000000,0,0.000000,0.420000,4.300000,4.300000,8.000000,20.000000,30.000000,2.742000,2.742000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,45.950000,45.950000,3.010000,6.020000,1,250.000000,250.000000,250.000000,250.000000,0.540000,,,,,,107,1,0,0,0,
MT/BT-CURE-3999,2,1,250.000000,0,21.000000,0.420000,4.060000,4.060000,8.000000,20.000000,30.000000,4.018000,4.018000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,250.000000,250.000000,250.000000,250.000000,0.390000,,,,,,107,11,0,0,0,
MT/BT-CARNACIÈRE-4102,2,1,100.000000,0,21.000000,0.420000,3.880000,3.880000,8.000000,20.000000,30.000000,4.141000,4.141000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,100.000000,100.000000,100.000000,100.000000,0.225000,,,,,,107,11,0,0,0,
MT/BT-CENTRALE-4840,2,1,400.000000,0,10.600000,0.420000,4.060000,4.060000,8.000000,20.000000,30.000000,5.109000,5.109000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.180000,1.180000,4.690000,4.690000,1,400.000000,400.000000,400.000000,400.000000,0.430000,,,,,,107,5,0,0,0,
MT/BT-EGLISE-3382,2,1,630.000000,0,21.000000,0.420000,4.530000,4.530000,8.000000,20.000000,30.000000,6.020000,6.020000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,630.000000,630.000000,630.000000,630.000000,0.836000,,,,,,107,11,0,0,0,
MT/BT-POTAILE-5097,2,1,250.000000,0,21.000000,0.420000,3.810000,3.810000,8.000000,20.000000,30.000000,2.970000,2.970000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.369000,,,,,,107,11,0,0,0,
MT/BT-COMBE DES VAUX-4789,2,1,100.000000,0,21.000000,0.420000,3.710000,3.710000,8.000000,20.000000,30.000000,2.081000,2.081000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,0.980000,0.980000,1.960000,1.960000,1,100.000000,100.000000,100.000000,100.000000,0.176000,,,,,,107,5,0,0,0,
MT/BT-FORGES-3760,2,1,100.000000,0,17.800000,0.420000,3.940000,3.940000,8.000000,20.000000,30.000000,3.988000,3.988000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,100.000000,100.000000,100.000000,100.000000,0.222000,,,,,,107,11,0,0,0,
MT/BT-PIC-6771,2,1,400.000000,0,10.600000,0.420000,4.400000,4.400000,8.000000,20.000000,30.000000,3.749000,3.749000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.530000,5.050000,1,400.000000,400.000000,400.000000,400.000000,0.581000,,,,,,107,5,0,0,0,
MT/BT-TIGNON-4867,2,1,100.000000,0,21.000000,0.420000,4.250000,4.250000,8.000000,20.000000,30.000000,2.531000,2.531000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,100.000000,100.000000,100.000000,100.000000,0.196000,,,,,,107,11,0,0,0,
BIT 20/13 KV-LA CROIX-10828,2,1,630.000000,0,21.000000,0.420000,4.760000,4.760000,8.000000,20.000000,30.000000,7.561000,7.561000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.586000,,,,,,107,5,0,0,0,
MT/BT-PAQUIS-7376,2,1,100.000000,0,21.000000,0.420000,3.790000,3.790000,8.000000,20.000000,30.000000,3.114000,3.114000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,100.000000,100.000000,100.000000,100.000000,0.178000,,,,,,107,11,0,0,0,
MT/BT-USINE-7522,2,1,630.000000,0,21.000000,0.420000,4.120000,4.120000,8.000000,20.000000,30.000000,7.146000,7.146000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.631000,,,,,,107,11,0,0,0,
MT/BT-STEP-10883,2,1,250.000000,0,17.800000,0.420000,4.000000,4.000000,8.000000,20.000000,30.000000,2.591000,2.591000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.030000,0.030000,5.000000,5.000000,1,250.000000,250.000000,250.000000,250.000000,0.524000,,,,,,107,11,0,0,0,
BIT 20/13 KV-2932,2,1,400.000000,0,0.000000,0.420000,4.260000,4.260000,8.000000,20.000000,30.000000,5.655000,5.655000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,400.000000,400.000000,400.000000,400.000000,0.710000,,,,,,107,11,0,0,0,
BIT 20/13 KV-MOUSSES-4675,2,1,100.000000,0,21.000000,0.420000,3.820000,3.820000,8.000000,20.000000,30.000000,2.211000,2.211000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,100.000000,100.000000,100.000000,100.000000,0.210000,,,,,,107,11,0,0,0,
BIT 20/13 KV-CONDÉMINES-3008,2,1,630.000000,0,21.000000,0.420000,4.510000,4.510000,8.000000,20.000000,30.000000,5.363000,5.363000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.858000,,,,,,107,11,0,0,0,
MT/BT-1395,2,1,160.000000,0,0.000000,0.420000,4.500000,4.500000,8.000000,20.000000,30.000000,2.399000,2.399000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,45.950000,45.950000,3.010000,6.020000,1,160.000000,160.000000,160.000000,160.000000,0.389000,,,,,,107,1,0,0,0,
MT/MT-LA VEYRE-10074,2,1,10000.000000,0,21.000000,10.600000,6.020000,6.020000,8.000000,20.000000,30.000000,11.827000,11.827000,30.000000,30.000000,30.000000,3,0.000000,0.000000,0.000000,0.000000,1,16,0.500000,0.500000,8.000000,8.000000,1,10000.000000,10000.000000,10000.000000,10000.000000,12.000000,,,,,,107,0,0,0,0,
MT/BT-STAND-2136,2,1,160.000000,0,17.800000,0.420000,4.090000,4.090000,8.000000,20.000000,30.000000,2.768000,2.768000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,160.000000,160.000000,160.000000,160.000000,0.320000,,,,,,107,11,0,0,0,
MT/BT-JORDILS-2628,2,1,160.000000,0,17.800000,0.420000,3.910000,3.910000,8.000000,20.000000,30.000000,4.494000,4.494000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,160.000000,160.000000,160.000000,160.000000,0.375000,,,,,,107,11,0,0,0,
BIT 20/10 KV-BRASSEY-5650,2,1,160.000000,0,21.000000,0.420000,3.830000,3.830000,8.000000,20.000000,30.000000,2.572000,2.572000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.304000,,,,,,107,11,0,0,0,
MT/BT-PORA-1786,2,1,400.000000,0,17.800000,0.420000,4.760000,4.760000,8.000000,20.000000,30.000000,4.480000,4.480000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.100000,1.100000,2.410000,4.820000,1,400.000000,400.000000,400.000000,400.000000,0.931000,,,,,,107,11,0,0,0,
MT/BT-BRIT-2717,2,1,250.000000,0,21.000000,0.420000,4.310000,4.310000,8.000000,20.000000,30.000000,5.195000,5.195000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.390000,,,,,,107,11,0,0,0,
MT/BT-BELVÉDÈRE-3882,2,1,630.000000,0,21.000000,0.420000,4.520000,4.520000,8.000000,20.000000,30.000000,5.834000,5.834000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,630.000000,630.000000,630.000000,630.000000,0.634000,,,,,,107,11,0,0,0,
MT/BT-ESSO 2-6869,2,1,630.000000,0,21.000000,0.420000,4.100000,4.100000,8.000000,20.000000,30.000000,4.805000,4.805000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.839000,,,,,,107,11,0,0,0,
MT/BT-CENTRE-6748,2,1,630.000000,0,10.600000,0.420000,4.600000,4.600000,8.000000,20.000000,30.000000,8.120000,8.120000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.530000,5.050000,1,630.000000,630.000000,630.000000,630.000000,0.900000,,,,,,107,5,0,0,0,
BIT 20/10 KV-COLLOMBETTES-7067,2,1,160.000000,0,10.600000,0.420000,3.890000,3.890000,8.000000,20.000000,30.000000,3.816000,3.816000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.246000,,,,,,107,11,0,0,0,
MT/BT-TERNEAU-4846,2,1,630.000000,0,17.800000,0.420000,3.870000,3.870000,8.000000,20.000000,30.000000,6.325000,6.325000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.150000,1.150000,4.590000,4.590000,1,630.000000,630.000000,630.000000,630.000000,0.611000,,,,,,107,11,0,0,0,
BIT 20/13 KV-CH.DU JURA 5-3005,2,1,630.000000,0,21.000000,0.420000,4.450000,4.450000,8.000000,20.000000,30.000000,5.292000,5.292000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.863000,,,,,,107,11,0,0,0,
MT/BT-EGLISE-5049,2,1,250.000000,0,21.000000,0.420000,3.760000,3.760000,8.000000,20.000000,30.000000,2.911000,2.911000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.379000,,,,,,107,11,0,0,0,
BIT 20/13 KV-LE VILLAGE-10807,2,1,630.000000,0,21.000000,0.420000,4.600000,4.600000,8.000000,20.000000,30.000000,7.307000,7.307000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.586000,,,,,,107,5,0,0,0,
MT/BT-BOURG-DESSUS-2248,2,1,160.000000,0,17.800000,0.420000,4.050000,4.050000,8.000000,20.000000,30.000000,3.090000,3.090000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,160.000000,160.000000,160.000000,160.000000,0.337000,,,,,,107,11,0,0,0,
MT/BT-BRONJON-3680,2,1,400.000000,0,17.800000,0.420000,4.500000,4.500000,8.000000,20.000000,30.000000,4.865000,4.865000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,400.000000,400.000000,400.000000,400.000000,0.564000,,,,,,107,11,0,0,0,
MT/BT-CIMETIÈRE-3535,2,1,250.000000,0,21.000000,0.420000,4.070000,4.070000,8.000000,20.000000,30.000000,5.785000,5.785000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.557000,,,,,,107,11,0,0,0,
MT/BT-RTE DE GILLY-5497,2,1,630.000000,0,21.000000,0.420000,4.000000,4.000000,8.000000,20.000000,30.000000,6.276000,6.276000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.596000,,,,,,107,11,0,0,0,
MT/BT-LONGERAIE-4730,2,1,160.000000,0,21.000000,0.420000,4.120000,4.120000,8.000000,20.000000,30.000000,2.796000,2.796000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.283000,,,,,,107,11,0,0,0,
MT/BT-1ER FENIL-4546,2,1,100.000000,0,10.600000,0.420000,3.990000,3.990000,8.000000,20.000000,30.000000,2.408000,2.408000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.400000,4.810000,1,100.000000,100.000000,100.000000,100.000000,0.203000,,,,,,107,5,0,0,0,
BIT 20/13 KV-COMBE-3733,2,1,630.000000,0,21.000000,0.420000,4.710000,4.710000,8.000000,20.000000,30.000000,6.043000,6.043000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.638000,,,,,,107,11,0,0,0,
MT/BT-RTE DE CHAVALON-6077,2,1,630.000000,0,21.000000,0.420000,4.640000,4.640000,8.000000,20.000000,30.000000,6.071000,6.071000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.665000,,,,,,107,5,0,0,0,
MT/BT-CRAUSAZ-6531,2,1,250.000000,0,10.600000,0.420000,4.090000,4.090000,8.000000,20.000000,30.000000,3.584000,3.584000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.530000,5.050000,1,250.000000,250.000000,250.000000,250.000000,0.442000,,,,,,107,5,0,0,0,
MT/BT-CH.SAINTE-MARIE 4-7424,2,1,630.000000,0,21.000000,0.420000,4.170000,4.170000,8.000000,20.000000,30.000000,6.881000,6.881000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.599000,,,,,,107,11,0,0,0,
BIT 20/13 KV-PRAZ BÉNÉ-10595,2,1,63.000000,0,21.000000,0.420000,4.100000,4.100000,8.000000,20.000000,30.000000,2.823000,2.823000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,63.000000,63.000000,63.000000,63.000000,0.144000,,,,,,107,5,0,0,0,
BIT 20/13 KV-3198,2,1,400.000000,0,0.000000,0.420000,4.230000,4.230000,8.000000,20.000000,30.000000,4.387000,4.387000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,400.000000,400.000000,400.000000,400.000000,0.614000,,,,,,107,11,0,0,0,
MT/BT-CHAMPILLON-4578,2,1,50.000000,0,10.600000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,1.890000,1.890000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.400000,4.810000,1,50.000000,50.000000,50.000000,50.000000,0.122000,,,,,,107,5,0,0,0,
MT/BT-CH.DU REFUGE-7420,2,1,400.000000,0,21.000000,0.420000,3.960000,3.960000,8.000000,20.000000,30.000000,4.950000,4.950000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.443000,,,,,,107,11,0,0,0,
BIT 20/10 KV-SAUDERAN-5462,2,1,100.000000,0,21.000000,0.420000,3.960000,3.960000,8.000000,20.000000,30.000000,2.370000,2.370000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,100.000000,100.000000,100.000000,100.000000,0.208000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-5406,2,1,250.000000,0,21.000000,0.420000,3.810000,3.810000,8.000000,20.000000,30.000000,2.910000,2.910000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.400000,,,,,,107,11,0,0,0,
BIT 20/13 KV-UO-HILCONA-10822,2,1,1000.000000,0,21.000000,0.420000,5.000000,5.000000,8.000000,20.000000,30.000000,7.728000,7.728000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,1000.000000,1000.000000,1000.000000,1000.000000,1.002000,,,,,,107,5,0,0,0,
BIT 20/13 KV-JALLUT-3234,2,1,630.000000,0,21.000000,0.420000,4.720000,4.720000,8.000000,20.000000,30.000000,5.781000,5.781000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.828000,,,,,,107,11,0,0,0,
MT/BT-CURNILLES-4548,2,1,100.000000,0,10.600000,0.420000,4.000000,4.000000,8.000000,20.000000,30.000000,2.288000,2.288000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.400000,4.810000,1,100.000000,100.000000,100.000000,100.000000,0.204000,,,,,,107,5,0,0,0,
MT/BT-TRUELS BERNARD-2358,2,1,400.000000,0,21.000000,0.420000,4.310000,4.310000,8.000000,20.000000,30.000000,4.365000,4.365000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.575000,,,,,,107,11,0,0,0,
MT/BT-COURTARAYE-3634,2,1,400.000000,0,17.800000,0.420000,4.570000,4.570000,8.000000,20.000000,30.000000,4.910000,4.910000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,400.000000,400.000000,400.000000,400.000000,0.560000,,,,,,107,11,0,0,0,
MT/BT-OCHE MARCHAND-5017,2,1,400.000000,0,21.000000,0.420000,3.840000,3.840000,8.000000,20.000000,30.000000,4.939000,4.939000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.452000,,,,,,107,11,0,0,0,
MT/BT-EN POUDRANNAZ 2-7422,2,1,400.000000,0,21.000000,0.420000,3.950000,3.950000,8.000000,20.000000,30.000000,4.908000,4.908000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.442000,,,,,,107,11,0,0,0,
BIT 20/13 KV-CHALET DERNIER-5270,2,1,100.000000,0,21.000000,0.420000,4.090000,4.090000,8.000000,20.000000,30.000000,2.351000,2.351000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.110000,1.110000,4.420000,4.420000,1,100.000000,100.000000,100.000000,100.000000,0.542000,,,,,,107,11,0,0,0,
MT/BT-LES VERNES-5138,2,1,1000.000000,0,21.000000,0.420000,5.850000,5.850000,8.000000,20.000000,30.000000,9.471000,9.471000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.826000,,,,,,107,11,0,0,0,
MT/BT-DOUANE-6526,2,1,250.000000,0,10.600000,0.420000,4.000000,4.000000,8.000000,20.000000,30.000000,3.473000,3.473000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.530000,5.050000,1,250.000000,250.000000,250.000000,250.000000,0.445000,,,,,,107,5,0,0,0,
BIT 20/13 KV-SOUS VILLE-3142,2,1,250.000000,0,21.000000,0.420000,4.280000,4.280000,8.000000,20.000000,30.000000,4.594000,4.594000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,250.000000,250.000000,250.000000,250.000000,0.412000,,,,,,107,11,0,0,0,
MT/BT-MARAIS-2380,2,1,100.000000,0,21.000000,0.420000,3.730000,3.730000,8.000000,20.000000,30.000000,3.914000,3.914000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,100.000000,100.000000,100.000000,100.000000,0.266000,,,,,,107,11,0,0,0,
MT/BT-LE COIN-3722,2,1,400.000000,0,17.800000,0.420000,4.500000,4.500000,8.000000,20.000000,30.000000,4.983000,4.983000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,400.000000,400.000000,400.000000,400.000000,0.554000,,,,,,107,11,0,0,0,
BIT 20/13 KV-FOULE-4203,2,1,250.000000,0,21.000000,0.420000,4.550000,4.550000,8.000000,20.000000,30.000000,4.416000,4.416000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.070000,1.070000,4.290000,4.290000,1,250.000000,250.000000,250.000000,250.000000,0.362000,,,,,,107,11,0,0,0,
MT/BT-1205,2,1,160.000000,0,0.000000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,5.410000,5.410000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,46.240000,46.240000,3.700000,2.220000,1,160.000000,160.000000,160.000000,160.000000,0.309000,,,,,,107,1,0,0,0,
MT/BT-2188,2,1,250.000000,0,0.000000,0.420000,4.050000,4.050000,8.000000,20.000000,30.000000,4.840000,4.840000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,46.240000,46.240000,3.700000,2.220000,1,250.000000,250.000000,250.000000,250.000000,0.392000,,,,,,107,11,0,0,0,
