[GENERAL]
DATE=March 15, 2017 at 16:18:13
CYME_VERSION=7.20
CYMDIST_REVISION=05

[SI]

[CABLE]
FORMAT_CABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,RatedLevel,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Manufacturer,Standard,CableType,NumberOfGroundingConductors,ArmorOuterDiameter,OverallDiameter,ConcentricNeutralBeforeSheath,UserDefinedImpedances,Frequency,Temperature,ImpedancesNote,Favorite,Flags,Comments
24-UNI-XKDT-95-AL,0,ALUMINUM,51,95.000000,11.500000,2,7
B-G-2X240,0,COPPER,20,21.149000,6.160000,1,7
B-T-6,0,COPPER,20,21.149000,6.160000,1,7
M-TT-95-10KV,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-95-CU,0,COPPER,51,95.000000,11.600000,2,7
1-GKN-300+100U,0,COPPER,20,21.149000,6.160000,1,7
M-NMP-150-AD,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-4X150,0,COPPER,20,21.149000,6.160000,1,7
M-XDMZ-Z-50-FO,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-FF-150-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X240+80,0,COPPER,20,21.149000,6.160000,1,7
M-TT-50-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-F-50,0,COPPER,20,21.149000,6.160000,1,7
EP-6+5,0,COPPER,20,21.149000,6.160000,1,7
B-TT-2X185,0,COPPER,20,21.149000,6.160000,1,7
B-T-50_EP,0,COPPER,20,21.149000,6.160000,1,7
B-P-16+10,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-95AL,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-120,0,COPPER,20,21.149000,6.160000,1,7
B-BT-50,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-150-AL,0,ALUMINUM,49,150.000000,14.400000,2,7
M-TRI-35,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-FF-185,0,COPPER,20,21.149000,6.160000,1,7
M-TRI-25,0,COPPER,20,21.149000,6.160000,1,7
B-G-150,0,COPPER,20,21.149000,6.160000,1,7
M-TT-T-120-CU,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-95,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X150,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-2X80,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-F-2X240,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X150,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-Y-150-10 KV,0,COPPER,20,21.149000,6.160000,1,7
B-BT-95,0,COPPER,20,21.149000,6.160000,1,7
H-SIE-AéRIEN,0,COPPER,20,21.149000,6.160000,1,7
M-TRI-95,0,COPPER,20,21.149000,6.160000,1,7
B-GN-6,0,COPPER,20,21.149000,6.160000,1,7
M-C-2X8-CU,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-F-50,0,COPPER,20,21.149000,6.160000,1,7
M-N-50-CU,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-TOR-95-AL,0,ALUMINUM,51,95.000000,11.200000,2,7
1-TRI-TOR-95-AL,1,ALUMINUM,51,95.000000,11.200000,2,7
M-XDMZ-Z-50+27-CU-AL,0,COPPER,20,21.149000,6.160000,1,7
B-GKT-3X240,0,COPPER,20,21.149000,6.160000,1,7
B-P-240+150,0,COPPER,20,21.149000,6.160000,1,7
B-XKN-K-16,0,COPPER,20,21.149000,6.160000,1,7
M-N-70-CU,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-300,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-185,0,COPPER,20,21.149000,6.160000,1,7
1-GKN-2X150+50U,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-227-AL-AC,0,COPPER,20,21.149000,6.160000,1,7
B-T-2X16,0,COPPER,20,21.149000,6.160000,1,7
B-G-185,0,COPPER,20,21.149000,6.160000,1,7
M-TT-150-10 KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X240 AL+150,0,COPPER,20,21.149000,6.160000,1,7
B-P-150,0,COPPER,20,21.149000,6.160000,1,7
M-N-120-CU,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-120-6KV,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-185+120,0,COPPER,20,21.149000,6.160000,1,7
B-BT-4X240,0,COPPER,20,21.149000,6.160000,1,7
B-P-5,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-F-50-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-C-9-CU,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-80,0,COPPER,20,21.149000,6.160000,1,7
B-T-150,0,COPPER,20,21.149000,6.160000,1,7
B-G-2X150,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-150,0,COPPER,20,21.149000,6.160000,1,7
M-C-100+120-CAD,0,COPPER,20,21.149000,6.160000,1,7
B-G-240,0,COPPER,20,21.149000,6.160000,1,7
B-T-300,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-150-6KV,0,COPPER,20,21.149000,6.160000,1,7
B-BT-16,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-95-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-T-240+150,0,COPPER,20,21.149000,6.160000,1,7
B-X-150,0,COPPER,20,21.149000,6.160000,1,7
B-C-7+6,0,COPPER,20,21.149000,6.160000,1,7
B-T-2X4X1X150,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-F-95,0,COPPER,20,21.149000,6.160000,1,7
B-TT-95,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-240,0,COPPER,20,21.149000,6.160000,1,7
B-TT-2X150,0,COPPER,20,21.149000,6.160000,1,7
M-PN-50,0,COPPER,20,21.149000,6.160000,1,7
B-TO-70,0,COPPER,20,21.149000,6.160000,1,7
M-C-5-CW,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-240,0,COPPER,20,21.149000,6.160000,1,7
M-C-150-AL,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-300-AD,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-150,0,COPPER,20,21.149000,6.160000,1,7
B-T-185,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-120-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-AéRIEN-1#$%#5-BI,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-400,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-2.5-MONO,0,COPPER,20,21.149000,6.160000,1,7
24-UNI-XKDT-240-AL,0,ALUMINUM,47,240.000000,18.300000,2,7
B-TDC-25_EP,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-120,0,COPPER,20,21.149000,6.160000,1,7
B-T-5X6,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-FF-120-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X95/95,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-70-AD,0,COPPER,20,21.149000,6.160000,1,7
B-X-185,0,COPPER,20,21.149000,6.160000,1,7
B-T-10-BI,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-50-AD,0,COPPER,20,21.149000,6.160000,1,7
B-C-2X6+2X4,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-240,0,COPPER,20,21.149000,6.160000,1,7
B-C-2X5+2X4,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-240,0,COPPER,20,21.149000,6.160000,1,7
B-T-95-ALRM,0,COPPER,20,21.149000,6.160000,1,7
B-T-240,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-4X240,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-400,0,COPPER,20,21.149000,6.160000,1,7
M-TT-35-17KV,0,COPPER,20,21.149000,6.160000,1,7
B-TO-50,0,COPPER,20,21.149000,6.160000,1,7
B-XN-2X95-AL,0,COPPER,20,21.149000,6.160000,1,7
B-X-4X240-AL,0,COPPER,20,21.149000,6.160000,1,7
M-N-5-CW,0,COPPER,20,21.149000,6.160000,1,7
B-X-240,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-300,0,COPPER,20,21.149000,6.160000,1,7
B-PALT 4X150 AL + P 4X150 AL,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-3X240+100,0,COPPER,20,21.149000,6.160000,1,7
B-P-50+35,0,COPPER,20,21.149000,6.160000,1,7
B-C-35-AL,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-300,0,COPPER,20,21.149000,6.160000,1,7
B-TO-95,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X240,0,COPPER,20,21.149000,6.160000,1,7
B-TT-2X240,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-150,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-2X240+100,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X240,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-95+50,0,COPPER,20,21.149000,6.160000,1,7
M-NMP-95-CU,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X120+70,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-J-150,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-150-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-P-50+25,0,COPPER,20,21.149000,6.160000,1,7
B-IS-6,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-Y-95,0,COPPER,20,21.149000,6.160000,1,7
B-GN-150-AL,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X3X120+70,0,COPPER,20,21.149000,6.160000,1,7
1-GKN-2X240/80U,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-300,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-50-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-P-200+75,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-120,0,COPPER,20,21.149000,6.160000,1,7
B-TT-2X4X150,0,COPPER,20,21.149000,6.160000,1,7
B-G-240-AL,0,COPPER,20,21.149000,6.160000,1,7
M-TT-T-150,0,COPPER,20,21.149000,6.160000,1,7
M-C-240-AD,0,COPPER,20,21.149000,6.160000,1,7
B-T-4X240-AL,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-150,0,COPPER,20,21.149000,6.160000,1,7
EP-TO-25,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-YT-150AL+25-AL,0,COPPER,20,21.149000,6.160000,1,7
B-T-16-EP,0,COPPER,20,21.149000,6.160000,1,7
1-GKN-240+80U,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-240+80,0,COPPER,20,21.149000,6.160000,1,7
B-TT-12X240+4X185,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-4X240,0,COPPER,20,21.149000,6.160000,1,7
B-GKT-240,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TFT-2X95-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X95,0,COPPER,20,21.149000,6.160000,1,7
M-TT-T-25,0,COPPER,20,21.149000,6.160000,1,7
B-TO-16,0,COPPER,20,21.149000,6.160000,1,7
B-P-240-AL,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-25,0,COPPER,20,21.149000,6.160000,1,7
B-P-120 AL +70,0,COPPER,20,21.149000,6.160000,1,7
B-TT-5X240,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-J-95,0,COPPER,20,21.149000,6.160000,1,7
B-GKT-150,0,COPPER,20,21.149000,6.160000,1,7
B-TT-3X4X240,0,COPPER,20,21.149000,6.160000,1,7
B-P-10 AL,0,COPPER,20,21.149000,6.160000,1,7
B-P-6-AL,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-J-25,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-AéRIEN-10,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-J-35,0,COPPER,20,21.149000,6.160000,1,7
M-TT-150-AL,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-35,0,COPPER,20,21.149000,6.160000,1,7
B-C-3-MONO,0,COPPER,20,21.149000,6.160000,1,7
B-GN-240-AL,0,COPPER,20,21.149000,6.160000,1,7
B-P-25,0,COPPER,20,21.149000,6.160000,1,7
B-P-35,0,COPPER,20,21.149000,6.160000,1,7
M-N-70-AD,0,COPPER,20,21.149000,6.160000,1,7
1-GKN-4X240/80U,0,COPPER,20,21.149000,6.160000,1,7
M-NMP-5-CW,0,COPPER,20,21.149000,6.160000,1,7
EP-IS-1#$%#5,0,COPPER,20,21.149000,6.160000,1,7
DEFAULT,0,COPPER,20,21.149000,6.160000,1,7
H-SIE-SOUT,0,COPPER,20,21.149000,6.160000,1,7
B-P-95,0,COPPER,20,21.149000,6.160000,1,7
M-TT-FT-25,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-3X240+185,0,COPPER,20,21.149000,6.160000,1,7
M-C-100-CU,0,COPPER,20,21.149000,6.160000,1,7
B-C-6-MONO,0,COPPER,20,21.149000,6.160000,1,7
B-P-40+20,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-150-10 KV,0,COPPER,20,21.149000,6.160000,1,7
B-T-25+16,0,COPPER,20,21.149000,6.160000,1,7
M-C-7+6-CU,0,COPPER,20,21.149000,6.160000,1,7
B-C-4-MONO,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-120-17KV,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-2X240+185,0,COPPER,20,21.149000,6.160000,1,7
B-C-5-MONO,0,COPPER,20,21.149000,6.160000,1,7
EP-TO-10,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-240-10 KV,0,COPPER,20,21.149000,6.160000,1,7
M-TT-T-50,0,COPPER,20,21.149000,6.160000,1,7
24-UNI-XKDT-150-CU,0,COPPER,49,150.000000,14.500000,2,7
M-C-120+7-CAD,0,COPPER,20,21.149000,6.160000,1,7
M-N-95-CU,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-50AL+10-AL,0,COPPER,20,21.149000,6.160000,1,7
B-P-70+50,0,COPPER,20,21.149000,6.160000,1,7
B-TT-4X1X95U,0,COPPER,20,21.149000,6.160000,1,7
B-P-3X95+50,0,COPPER,20,21.149000,6.160000,1,7
B-C-3X8+7,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-50,0,COPPER,20,21.149000,6.160000,1,7
M-XKT-Y-240-10 KV,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-AF-25,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-FF-150,0,COPPER,20,21.149000,6.160000,1,7
B-P-95+50+6,0,COPPER,20,21.149000,6.160000,1,7
M-P-25,0,COPPER,20,21.149000,6.160000,1,7
B-P-4,0,COPPER,20,21.149000,6.160000,1,7
M-P-35,0,COPPER,20,21.149000,6.160000,1,7
M-C-6+7-CU,0,COPPER,20,21.149000,6.160000,1,7
M-C-120+8-CAD,0,COPPER,20,21.149000,6.160000,1,7
M-P-95,0,COPPER,20,21.149000,6.160000,1,7
M-N-120-AD,0,COPPER,20,21.149000,6.160000,1,7
B-BT-240+185,0,COPPER,20,21.149000,6.160000,1,7
M-PD-120-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-150-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-16-BI,0,COPPER,20,21.149000,6.160000,1,7
B-P-80+40,0,COPPER,20,21.149000,6.160000,1,7
M-TT-F-150,0,COPPER,20,21.149000,6.160000,1,7
B-P-10,0,COPPER,20,21.149000,6.160000,1,7
B-IS-2.5,0,COPPER,20,21.149000,6.160000,1,7
B-P-50,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-70-CU,0,COPPER,20,21.149000,6.160000,1,7
B-P-70,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-AéRIEN-50,0,COPPER,20,21.149000,6.160000,1,7
B-P-80,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-XNCLN-150-ALSE,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-3X1#$%#5-BI,0,COPPER,20,21.149000,6.160000,1,7
B-IS-10,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-FF-50-20KV,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-50-CU,0,COPPER,20,21.149000,6.160000,1,7
M-XDMZ-300+41-CU-AL,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-95-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-80-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-C-7,0,COPPER,20,21.149000,6.160000,1,7
B-X-3X150-AL,0,COPPER,20,21.149000,6.160000,1,7
M-TT-F-25,0,COPPER,20,21.149000,6.160000,1,7
B-FIC,0,COPPER,20,21.149000,6.160000,1,7
M-TT-F-150-6KV,0,COPPER,20,21.149000,6.160000,1,7
M-GT-T-150,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-8-CU,0,COPPER,20,21.149000,6.160000,1,7
1-GKN-2X300/100U,0,COPPER,20,21.149000,6.160000,1,7
B-XKN-K-240 AL+95 CU + 240AL,0,COPPER,20,21.149000,6.160000,1,7
B-TT-4X240,0,COPPER,20,21.149000,6.160000,1,7
M-C-2X7-CU,0,COPPER,20,21.149000,6.160000,1,7
B-G-16 RE,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-3X240+150,0,COPPER,20,21.149000,6.160000,1,7
B-TT-12X240U,0,COPPER,20,21.149000,6.160000,1,7
B-T-150 AL + 50 CU,0,COPPER,20,21.149000,6.160000,1,7
M-GKN-240-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-GDMZ-95,0,COPPER,20,21.149000,6.160000,1,7
B-T-16,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-J-35-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-120,0,COPPER,20,21.149000,6.160000,1,7
B-TT-11X240U,0,COPPER,20,21.149000,6.160000,1,7
B-X-240+150AL,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-240,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-240-CU,0,COPPER,47,240.000000,18.900000,2,7
B-GKN-K-3X240 AL+150,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-2X150,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-2X95,0,COPPER,20,21.149000,6.160000,1,7
B-X-2X240,0,COPPER,20,21.149000,6.160000,1,7
M-TRI-150,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-185,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-150,0,COPPER,20,21.149000,6.160000,1,7
M-C-2X150-AD,0,COPPER,20,21.149000,6.160000,1,7
M-PD-95-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-T-185+150,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-50-CU,0,COPPER,53,50.000000,8.300000,2,7
B-TDC-16-RE,0,COPPER,20,21.149000,6.160000,1,7
24-UNI-XKDT-240-CU,0,COPPER,47,240.000000,18.500000,2,7
M-PD-50-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-C-50,0,COPPER,20,21.149000,6.160000,1,7
B-PPB-T-2X150-AL,0,COPPER,20,21.149000,6.160000,1,7
B-C-70,0,COPPER,20,21.149000,6.160000,1,7
EP-IS-4,0,COPPER,20,21.149000,6.160000,1,7
B-C-4+5,0,COPPER,20,21.149000,6.160000,1,7
B-X-95-AL,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-10-CU,0,COPPER,57,10.000000,3.568314,0,7
B-TDC-2X400+240,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-Y-150AL,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-3X95,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-80,0,COPPER,20,21.149000,6.160000,1,7
B-PALT-150,0,COPPER,20,21.149000,6.160000,1,7
M-GT-T-50,0,COPPER,20,21.149000,6.160000,1,7
B-TT-10X150U,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-240-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-PALT-240-AL-10 KV,0,COPPER,20,21.149000,6.160000,1,7
B-TT-11X150U,0,COPPER,20,21.149000,6.160000,1,7
B-TT-60X240U,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-150-AD-AC,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-FF-185,0,COPPER,20,21.149000,6.160000,1,7
B-T-12X185+4X95U,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-150,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-F-35-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-16,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-T-50,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-F-25,0,COPPER,20,21.149000,6.160000,1,7
M-XDMZ-Z-150+27AL-FO,0,COPPER,20,21.149000,6.160000,1,7
B-T-3X120,0,COPPER,20,21.149000,6.160000,1,7
B-P-35+10,0,COPPER,20,21.149000,6.160000,1,7
B-T-2X120,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TFT-150-AL,0,COPPER,20,21.149000,6.160000,1,7
B-X-95,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-70,0,COPPER,20,21.149000,6.160000,1,7
BT-PUR-50,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-50,0,COPPER,20,21.149000,6.160000,1,7
B-C-5+25TOR-AL,0,COPPER,20,21.149000,6.160000,1,7
B-T-5X120,0,COPPER,20,21.149000,6.160000,1,7
B-C-70+7,0,COPPER,20,21.149000,6.160000,1,7
B-C-6,0,COPPER,20,21.149000,6.160000,1,7
M-P-150,0,COPPER,20,21.149000,6.160000,1,7
M-C-5-CU,0,COPPER,20,21.149000,6.160000,1,7
B-T-4X120,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-2X150,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-10,0,COPPER,20,21.149000,6.160000,1,7
M-XD-50,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-2X50-6KV,0,COPPER,20,21.149000,6.160000,1,7
M-GKN-95-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-240AL+35-AL,0,COPPER,20,21.149000,6.160000,1,7
B-XKN-K-3X240,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-YT-240-AL,0,COPPER,20,21.149000,6.160000,1,7
B-XN-240-AL,0,COPPER,20,21.149000,6.160000,1,7
B-T-3X150,0,COPPER,20,21.149000,6.160000,1,7
M-T-150,0,COPPER,20,21.149000,6.160000,1,7
M-N-6-BZ,0,COPPER,20,21.149000,6.160000,1,7
M-TT-F-95,0,COPPER,20,21.149000,6.160000,1,7
B-GN-35,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-JTF-150-20KV,0,COPPER,20,21.149000,6.160000,1,7
M-C-50-AD,0,COPPER,20,21.149000,6.160000,1,7
B-XKN-K-25,0,COPPER,20,21.149000,6.160000,1,7
M-TT-50,0,COPPER,20,21.149000,6.160000,1,7
B-T-4X150,0,COPPER,20,21.149000,6.160000,1,7
B-TT-CLT 4X95 CU + 3X95/50 CU,0,COPPER,20,21.149000,6.160000,1,7
BT-PUR-35,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-T-185,0,COPPER,20,21.149000,6.160000,1,7
B-XKN-K-95,0,COPPER,20,21.149000,6.160000,1,7
M-C-70-AD,0,COPPER,20,21.149000,6.160000,1,7
M-PHT-95-CU,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-YT-150-FO,0,COPPER,20,21.149000,6.160000,1,7
B-GKN_K 2X(3X240AL/150 CU) + 240AL,0,COPPER,20,21.149000,6.160000,1,7
M-X-150,0,COPPER,20,21.149000,6.160000,1,7
M-P-150-AL,0,COPPER,20,21.149000,6.160000,1,7
B-GN-25,0,COPPER,20,21.149000,6.160000,1,7
M-NMP-60-AC,0,COPPER,20,21.149000,6.160000,1,7
M-X-25,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-AéRIEN-2#$%#5-EP,0,COPPER,20,21.149000,6.160000,1,7
M-NMP-150-AL,0,COPPER,20,21.149000,6.160000,1,7
B-T-3X185,0,COPPER,20,21.149000,6.160000,1,7
M-N-5-CU,0,COPPER,20,21.149000,6.160000,1,7
M-X-95,0,COPPER,20,21.149000,6.160000,1,7
M-TO-25,0,COPPER,20,21.149000,6.160000,1,7
B-T-2X185,0,COPPER,20,21.149000,6.160000,1,7
B-T-4X4X240U,0,COPPER,20,21.149000,6.160000,1,7
B-TT-9X120U,0,COPPER,20,21.149000,6.160000,1,7
B-T-50+35,0,COPPER,20,21.149000,6.160000,1,7
B-P-35 AL +25,0,COPPER,20,21.149000,6.160000,1,7
M-C-95-CU,0,COPPER,20,21.149000,6.160000,1,7
B-T-4X185,0,COPPER,20,21.149000,6.160000,1,7
B-X-10,0,COPPER,20,21.149000,6.160000,1,7
B-BT-4X240+185,0,COPPER,20,21.149000,6.160000,1,7
B-X-50,0,COPPER,20,21.149000,6.160000,1,7
M-XDMZ-RZ-150+24-FO,0,COPPER,20,21.149000,6.160000,1,7
B-NN-25,0,COPPER,20,21.149000,6.160000,1,7
B-C-3,0,COPPER,20,21.149000,6.160000,1,7
B-C-95+8,0,COPPER,20,21.149000,6.160000,1,7
B-TDC-1X4X185+1X3X185,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-YT-25,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-16-6KV,0,COPPER,20,21.149000,6.160000,1,7
B-TT-4X185 (16X185U),0,COPPER,20,21.149000,6.160000,1,7
M-D-8,0,COPPER,20,21.149000,6.160000,1,7
M-TT-F-150-10KV,0,COPPER,20,21.149000,6.160000,1,7
B-NN-50,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-150-AL-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-C-95-AD,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-TF-50-6KV,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-240 AL+150 CU,0,COPPER,20,21.149000,6.160000,1,7
B-C-5-BI,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-F-16-10KV,0,COPPER,20,21.149000,6.160000,1,7
M-GKT-T-400,0,COPPER,20,21.149000,6.160000,1,7
M-GT-F-95,0,COPPER,20,21.149000,6.160000,1,7
M-PPB-120-20KV,0,COPPER,20,21.149000,6.160000,1,7
B-T-16-RE,0,COPPER,20,21.149000,6.160000,1,7
B-P-185+100,0,COPPER,20,21.149000,6.160000,1,7
B-GN-16,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-2X50,0,COPPER,20,21.149000,6.160000,1,7
B-T-4-BI,0,COPPER,20,21.149000,6.160000,1,7
B-C-150-AD,0,COPPER,20,21.149000,6.160000,1,7
B-C-3X5+4,0,COPPER,20,21.149000,6.160000,1,7
B-C-7+4,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-150 AL+95,0,COPPER,20,21.149000,6.160000,1,7
M-XKDT-630-AL,0,COPPER,20,21.149000,6.160000,1,7
B-C-4-AD,0,COPPER,20,21.149000,6.160000,1,7
B-T-120+70,0,COPPER,20,21.149000,6.160000,1,7
1-TRI-GKN-95-AL,0,ALUMINUM,51,95.000000,11.500000,2,7
M-XKDT-F-95,0,COPPER,20,21.149000,6.160000,1,7
B-GKN-K-4X240+150,0,COPPER,20,21.149000,6.160000,1,7
B-T-150+95,0,COPPER,20,21.149000,6.160000,1,7
